constructorStandingsId,year,round,constructorId,points,position,positionText,wins
1391,2016,9,red_bull,168,3,3,1
1392,2016,9,williams,92,4,4,0
1393,2016,9,force_india,59,5,5,0
1394,2016,9,toro_rosso,36,6,6,0
1395,2016,9,mclaren,32,7,7,0
1396,2016,9,haas,28,8,8,0
1397,2016,9,renault,6,9,9,0
1398,2016,9,manor,1,10,10,0
1399,2016,9,sauber,0,11,11,0
1400,2016,10,mercedes,335,1,1,9
1401,2016,10,ferrari,204,2,2,0
1402,2016,10,red_bull,198,3,3,1
1403,2016,10,williams,92,4,4,0
1404,2016,10,force_india,73,5,5,0
1405,2016,10,toro_rosso,41,6,6,0
1406,2016,10,mclaren,32,7,7,0
1407,2016,10,haas,28,8,8,0
1408,2016,10,renault,6,9,9,0
1409,2016,10,manor,1,10,10,0
1410,2016,10,sauber,0,11,11,0
1411,2016,11,mercedes,378,1,1,10
1412,2016,11,ferrari,224,2,2,0
1413,2016,11,red_bull,223,3,3,1
1414,2016,11,williams,94,4,4,0
1415,2016,11,force_india,74,5,5,0
1416,2016,11,toro_rosso,45,6,6,0
1417,2016,11,mclaren,38,7,7,0
1418,2016,11,haas,28,8,8,0
1419,2016,11,renault,6,9,9,0
1420,2016,11,manor,1,10,10,0
1421,2016,11,sauber,0,11,11,0
1422,2016,12,mercedes,415,1,1,11
1423,2016,12,red_bull,256,2,2,1
1424,2016,12,ferrari,242,3,3,0
1425,2016,12,williams,96,4,4,0
1426,2016,12,force_india,81,5,5,0
1427,2016,12,toro_rosso,45,6,6,0
1428,2016,12,mclaren,42,7,7,0
1429,2016,12,haas,28,8,8,0
1430,2016,12,renault,6,9,9,0
1431,2016,12,manor,1,10,10,0
1432,2016,12,sauber,0,11,11,0
1433,2016,13,mercedes,455,1,1,12
1434,2016,13,red_bull,274,2,2,1
1435,2016,13,ferrari,252,3,3,0
1436,2016,13,force_india,103,4,4,0
1437,2016,13,williams,101,5,5,0
1438,2016,13,mclaren,48,6,6,0
1439,2016,13,toro_rosso,45,7,7,0
1440,2016,13,haas,28,8,8,0
1441,2016,13,renault,6,9,9,0
1442,2016,13,manor,1,10,10,0
1443,2016,13,sauber,0,11,11,0
1444,2016,14,mercedes,498,1,1,13
1445,2016,14,red_bull,290,2,2,1
1446,2016,14,ferrari,279,3,3,0
1447,2016,14,williams,111,4,4,0
1448,2016,14,force_india,108,5,5,0
1449,2016,14,mclaren,48,6,6,0
1450,2016,14,toro_rosso,45,7,7,0
1451,2016,14,haas,28,8,8,0
1452,2016,14,renault,6,9,9,0
1453,2016,14,manor,1,10,10,0
1454,2016,14,sauber,0,11,11,0
1455,2016,15,mercedes,538,1,1,14
1456,2016,15,red_bull,316,2,2,1
1457,2016,15,ferrari,301,3,3,0
1458,2016,15,force_india,112,4,4,0
1459,2016,15,williams,111,5,5,0
1460,2016,15,mclaren,54,6,6,0
1461,2016,15,toro_rosso,47,7,7,0
1462,2016,15,haas,28,8,8,0
1463,2016,15,renault,7,9,9,0
1464,2016,15,manor,1,10,10,0
1465,2016,15,sauber,0,11,11,0
1466,2016,16,mercedes,553,1,1,14
1467,2016,16,red_bull,359,2,2,2
1468,2016,16,ferrari,313,3,3,0
1469,2016,16,force_india,124,4,4,0
1470,2016,16,williams,121,5,5,0
1471,2016,16,mclaren,62,6,6,0
1472,2016,16,toro_rosso,47,7,7,0
1473,2016,16,haas,28,8,8,0
1474,2016,16,renault,8,9,9,0
1475,2016,16,manor,1,10,10,0
1476,2016,16,sauber,0,11,11,0
1477,2016,17,mercedes,593,1,1,15
1478,2016,17,red_bull,385,2,2,2
1479,2016,17,ferrari,335,3,3,0
1480,2016,17,force_india,134,4,4,0
1481,2016,17,williams,124,5,5,0
1482,2016,17,mclaren,62,6,6,0
1483,2016,17,toro_rosso,47,7,7,0
1484,2016,17,haas,28,8,8,0
1485,2016,17,renault,8,9,9,0
1486,2016,17,manor,1,10,10,0
1487,2016,17,sauber,0,11,11,0
1488,2016,18,mercedes,636,1,1,16
1489,2016,18,red_bull,400,2,2,2
1490,2016,18,ferrari,347,3,3,0
1491,2016,18,force_india,138,4,4,0
1492,2016,18,williams,130,5,5,0
1493,2016,18,mclaren,74,6,6,0
1494,2016,18,toro_rosso,55,7,7,0
1495,2016,18,haas,29,8,8,0
1496,2016,18,renault,8,9,9,0
1497,2016,18,manor,1,10,10,0
1498,2016,18,sauber,0,11,11,0
1499,2016,19,mercedes,679,1,1,17
1500,2016,19,red_bull,427,2,2,2
1501,2016,19,ferrari,365,3,3,0
1502,2016,19,force_india,145,4,4,0
1503,2016,19,williams,136,5,5,0
1504,2016,19,mclaren,74,6,6,0
1505,2016,19,toro_rosso,55,7,7,0
1506,2016,19,haas,29,8,8,0
1507,2016,19,renault,8,9,9,0
1508,2016,19,manor,1,10,10,0
1509,2016,19,sauber,0,11,11,0
1510,2016,20,mercedes,722,1,1,18
1511,2016,20,red_bull,446,2,2,2
1512,2016,20,ferrari,375,3,3,0
1513,2016,20,force_india,163,4,4,0
1514,2016,20,williams,136,5,5,0
1515,2016,20,mclaren,75,6,6,0
1516,2016,20,toro_rosso,63,7,7,0
1517,2016,20,haas,29,8,8,0
1518,2016,20,renault,8,9,9,0
1519,2016,20,sauber,2,10,10,0
1520,2016,20,manor,1,11,11,0
1521,2016,21,mercedes,765,1,1,19
1522,2016,21,red_bull,468,2,2,2
1523,2016,21,ferrari,398,3,3,0
1524,2016,21,force_india,173,4,4,0
1525,2016,21,williams,138,5,5,0
1526,2016,21,mclaren,76,6,6,0
1527,2016,21,toro_rosso,63,7,7,0
1528,2016,21,haas,29,8,8,0
1529,2016,21,renault,8,9,9,0
1530,2016,21,sauber,2,10,10,0
1531,2016,21,manor,1,11,11,0
1532,2017,1,ferrari,37,1,1,1
1533,2017,1,mercedes,33,2,2,0
1534,2017,1,red_bull,10,3,3,0
1535,2017,1,williams,8,4,4,0
1536,2017,1,force_india,7,5,5,0
1537,2017,1,toro_rosso,6,6,6,0
1538,2017,1,renault,0,7,7,0
1539,2017,1,sauber,0,8,8,0
1540,2017,1,mclaren,0,9,9,0
1541,2017,1,haas,0,10,10,0
1542,2017,2,mercedes,66,1,1,1
1543,2017,2,ferrari,65,2,2,1
1544,2017,2,red_bull,37,3,3,0
1545,2017,2,toro_rosso,12,4,4,0
1546,2017,2,force_india,10,5,5,0
1547,2017,2,williams,8,6,6,0
1548,2017,2,haas,4,7,7,0
1549,2017,2,renault,0,8,8,0
1550,2017,2,sauber,0,9,9,0
1551,2017,2,mclaren,0,10,10,0
1552,2017,3,ferrari,102,1,1,2
1553,2017,3,mercedes,99,2,2,1
1554,2017,3,red_bull,47,3,3,0
1555,2017,3,force_india,17,4,4,0
1556,2017,3,williams,16,5,5,0
1557,2017,3,toro_rosso,12,6,6,0
1558,2017,3,haas,8,7,7,0
1559,2017,3,renault,2,8,8,0
1560,2017,3,sauber,0,9,9,0
1561,2017,3,mclaren,0,10,10,0
1562,2017,4,mercedes,136,1,1,2
1563,2017,4,ferrari,135,2,2,2
1564,2017,4,red_bull,57,3,3,0
1565,2017,4,force_india,31,4,4,0
1566,2017,4,williams,18,5,5,0
1567,2017,4,toro_rosso,13,6,6,0
1568,2017,4,haas,8,7,7,0
1569,2017,4,renault,6,8,8,0
1570,2017,4,sauber,0,9,9,0
1571,2017,4,mclaren,0,10,10,0
1572,2017,5,mercedes,161,1,1,3
1573,2017,5,ferrari,153,2,2,2
1574,2017,5,red_bull,72,3,3,0
1575,2017,5,force_india,53,4,4,0
1576,2017,5,toro_rosso,21,5,5,0
1577,2017,5,williams,18,6,6,0
1578,2017,5,renault,14,7,7,0
1579,2017,5,haas,9,8,8,0
1580,2017,5,sauber,4,9,9,0
1581,2017,5,mclaren,0,10,10,0
1582,2017,6,ferrari,196,1,1,3
1583,2017,6,mercedes,179,2,2,3
1584,2017,6,red_bull,97,3,3,0
1585,2017,6,force_india,53,4,4,0
1586,2017,6,toro_rosso,29,5,5,0
1587,2017,6,williams,20,6,6,0
1588,2017,6,renault,14,7,7,0
1589,2017,6,haas,14,8,8,0
1590,2017,6,sauber,4,9,9,0
1591,2017,6,mclaren,0,10,10,0
1592,2017,7,mercedes,222,1,1,4
1593,2017,7,ferrari,214,2,2,3
1594,2017,7,red_bull,112,3,3,0
1595,2017,7,force_india,71,4,4,0
1596,2017,7,toro_rosso,29,5,5,0
1597,2017,7,williams,22,6,6,0
1598,2017,7,renault,18,7,7,0
1599,2017,7,haas,15,8,8,0
1600,2017,7,sauber,4,9,9,0
1601,2017,7,mclaren,0,10,10,0
1602,2017,8,mercedes,250,1,1,4
1603,2017,8,ferrari,226,2,2,3
1604,2017,8,red_bull,137,3,3,1
1605,2017,8,force_india,79,4,4,0
1606,2017,8,williams,37,5,5,0
1607,2017,8,toro_rosso,33,6,6,0
1608,2017,8,haas,21,7,7,0
1609,2017,8,renault,18,8,8,0
1610,2017,8,sauber,5,9,9,0
1611,2017,8,mclaren,2,10,10,0
1612,2017,9,mercedes,287,1,1,5
1613,2017,9,ferrari,254,2,2,3
1614,2017,9,red_bull,152,3,3,1
1615,2017,9,force_india,89,4,4,0
1616,2017,9,williams,40,5,5,0
1617,2017,9,toro_rosso,33,6,6,0
1618,2017,9,haas,29,7,7,0
1619,2017,9,renault,18,8,8,0
1620,2017,9,sauber,5,9,9,0
1621,2017,9,mclaren,2,10,10,0
1622,2017,10,mercedes,330,1,1,6
1623,2017,10,ferrari,275,2,2,3
1624,2017,10,red_bull,174,3,3,1
1625,2017,10,force_india,95,4,4,0
1626,2017,10,williams,41,5,5,0
1627,2017,10,toro_rosso,33,6,6,0
1628,2017,10,haas,29,7,7,0
1629,2017,10,renault,26,8,8,0
1630,2017,10,sauber,5,9,9,0
1631,2017,10,mclaren,2,10,10,0
1632,2017,11,mercedes,357,1,1,6
1633,2017,11,ferrari,318,2,2,4
1634,2017,11,red_bull,184,3,3,1
1635,2017,11,force_india,101,4,4,0
1636,2017,11,williams,41,5,5,0
1637,2017,11,toro_rosso,39,6,6,0
1638,2017,11,haas,29,7,7,0
1639,2017,11,renault,26,8,8,0
1640,2017,11,mclaren,11,9,9,0
1641,2017,11,sauber,5,10,10,0
1642,2017,12,mercedes,392,1,1,7
1643,2017,12,ferrari,348,2,2,4
1644,2017,12,red_bull,199,3,3,1
1645,2017,12,force_india,103,4,4,0
1646,2017,12,williams,45,5,5,0
1647,2017,12,toro_rosso,40,6,6,0
1648,2017,12,haas,35,7,7,0
1649,2017,12,renault,34,8,8,0
1650,2017,12,mclaren,11,9,9,0
1651,2017,12,sauber,5,10,10,0
1652,2017,13,mercedes,435,1,1,8
1653,2017,13,ferrari,373,2,2,4
1654,2017,13,red_bull,212,3,3,1
1655,2017,13,force_india,113,4,4,0
1656,2017,13,williams,55,5,5,0
1657,2017,13,toro_rosso,40,6,6,0
1658,2017,13,haas,35,7,7,0
1659,2017,13,renault,34,8,8,0
1660,2017,13,mclaren,11,9,9,0
1661,2017,13,sauber,5,10,10,0
1662,2017,14,mercedes,475,1,1,9
1663,2017,14,ferrari,373,2,2,4
1664,2017,14,red_bull,230,3,3,1
1665,2017,14,force_india,124,4,4,0
1666,2017,14,williams,59,5,5,0
1667,2017,14,toro_rosso,52,6,6,0
1668,2017,14,renault,42,7,7,0
1669,2017,14,haas,37,8,8,0
1670,2017,14,mclaren,17,9,9,0
1671,2017,14,sauber,5,10,10,0
1672,2017,15,mercedes,503,1,1,9
1673,2017,15,ferrari,385,2,2,4
1674,2017,15,red_bull,270,3,3,2
1675,2017,15,force_india,133,4,4,0
1676,2017,15,williams,65,5,5,0
1677,2017,15,toro_rosso,52,6,6,0
1678,2017,15,renault,42,7,7,0
1679,2017,15,haas,37,8,8,0
1680,2017,15,mclaren,23,9,9,0
1681,2017,15,sauber,5,10,10,0
1682,2017,16,mercedes,540,1,1,10
1683,2017,16,ferrari,395,2,2,4
1684,2017,16,red_bull,303,3,3,2
1685,2017,16,force_india,147,4,4,0
1686,2017,16,williams,66,5,5,0
1687,2017,16,toro_rosso,52,6,6,0
1688,2017,16,haas,43,7,7,0
1689,2017,16,renault,42,8,8,0
1690,2017,16,mclaren,23,9,9,0
1691,2017,16,sauber,5,10,10,0
1692,2017,17,mercedes,575,1,1,11
1693,2017,17,ferrari,428,2,2,4
1694,2017,17,red_bull,315,3,3,2
1695,2017,17,force_india,159,4,4,0
1696,2017,17,williams,68,5,5,0
1697,2017,17,toro_rosso,53,6,6,0
1698,2017,17,renault,48,7,7,0
1699,2017,17,haas,43,8,8,0
1700,2017,17,mclaren,23,9,9,0
1701,2017,17,sauber,5,10,10,0
1702,2017,18,mercedes,595,1,1,11
1703,2017,18,ferrari,455,2,2,4
1704,2017,18,red_bull,340,3,3,3
1705,2017,18,force_india,175,4,4,0
1706,2017,18,williams,76,5,5,0
1707,2017,18,toro_rosso,53,6,6,0
1708,2017,18,renault,48,7,7,0
1709,2017,18,haas,47,8,8,0
1710,2017,18,mclaren,24,9,9,0
1711,2017,18,sauber,5,10,10,0
1712,2017,19,mercedes,625,1,1,11
1713,2017,19,ferrari,495,2,2,5
1714,2017,19,red_bull,358,3,3,3
1715,2017,19,force_india,177,4,4,0
1716,2017,19,williams,82,5,5,0
1717,2017,19,toro_rosso,53,6,6,0
1718,2017,19,renault,49,7,7,0
1719,2017,19,haas,47,8,8,0
1720,2017,19,mclaren,28,9,9,0
1721,2017,19,sauber,5,10,10,0
1722,2017,20,mercedes,668,1,1,12
1723,2017,20,ferrari,522,2,2,5
1724,2017,20,red_bull,368,3,3,3
1725,2017,20,force_india,187,4,4,0
1726,2017,20,williams,83,5,5,0
1727,2017,20,renault,57,6,6,0
1728,2017,20,toro_rosso,53,7,7,0
1729,2017,20,haas,47,8,8,0
1730,2017,20,mclaren,30,9,9,0
1731,2017,20,sauber,5,10,10,0
1732,2018,1,ferrari,40,1,1,1
1733,2018,1,mercedes,22,2,2,0
1734,2018,1,red_bull,20,3,3,0
1735,2018,1,mclaren,12,4,4,0
1736,2018,1,renault,7,5,5,0
1737,2018,1,force_india,0,6,6,0
1738,2018,1,sauber,0,7,7,0
1739,2018,1,williams,0,8,8,0
1740,2018,1,toro_rosso,0,9,9,0
1741,2018,1,haas,0,10,10,0
1742,2018,2,ferrari,65,1,1,2
1743,2018,2,mercedes,55,2,2,0
1744,2018,2,mclaren,22,3,3,0
1745,2018,2,red_bull,20,4,4,0
1746,2018,2,renault,15,5,5,0
1747,2018,2,toro_rosso,12,6,6,0
1748,2018,2,haas,10,7,7,0
1749,2018,2,sauber,2,8,8,0
1750,2018,2,force_india,1,9,9,0
1751,2018,2,williams,0,10,10,0
1752,2018,3,mercedes,85,1,1,0
1753,2018,3,ferrari,84,2,2,2
1754,2018,3,red_bull,55,3,3,1
1755,2018,3,mclaren,28,4,4,0
1756,2018,3,renault,25,5,5,0
1757,2018,3,toro_rosso,12,6,6,0
1758,2018,3,haas,11,7,7,0
1759,2018,3,sauber,2,8,8,0
1760,2018,3,force_india,1,9,9,0
1761,2018,3,williams,0,10,10,0
1762,2018,4,ferrari,114,1,1,2
1763,2018,4,mercedes,110,2,2,1
1764,2018,4,red_bull,55,3,3,1
1765,2018,4,mclaren,36,4,4,0
1766,2018,4,renault,35,5,5,0
1767,2018,4,force_india,16,6,6,0
1768,2018,4,toro_rosso,13,7,7,0
1769,2018,4,haas,11,8,8,0
1770,2018,4,sauber,10,9,9,0
1771,2018,4,williams,4,10,10,0
1772,2018,5,mercedes,153,1,1,2
1773,2018,5,ferrari,126,2,2,2
1774,2018,5,red_bull,80,3,3,1
1775,2018,5,renault,41,4,4,0
1776,2018,5,mclaren,40,5,5,0
1777,2018,5,haas,19,6,6,0
1778,2018,5,force_india,18,7,7,0
1779,2018,5,toro_rosso,13,8,8,0
1780,2018,5,sauber,11,9,9,0
1781,2018,5,williams,4,10,10,0
1782,2018,6,mercedes,178,1,1,2
1783,2018,6,ferrari,156,2,2,2
1784,2018,6,red_bull,107,3,3,2
1785,2018,6,renault,46,4,4,0
1786,2018,6,mclaren,40,5,5,0
1787,2018,6,force_india,26,6,6,0
1788,2018,6,toro_rosso,19,7,7,0
1789,2018,6,haas,19,8,8,0
1790,2018,6,sauber,11,9,9,0
1791,2018,6,williams,4,10,10,0
1792,2018,7,mercedes,206,1,1,2
1793,2018,7,ferrari,189,2,2,3
1794,2018,7,red_bull,134,3,3,2
1795,2018,7,renault,56,4,4,0
1796,2018,7,mclaren,40,5,5,0
1797,2018,7,force_india,28,6,6,0
1798,2018,7,toro_rosso,19,7,7,0
1799,2018,7,haas,19,8,8,0
1800,2018,7,sauber,12,9,9,0
1801,2018,7,williams,4,10,10,0
1802,2018,8,mercedes,237,1,1,3
1803,2018,8,ferrari,214,2,2,3
1804,2018,8,red_bull,164,3,3,2
1805,2018,8,renault,62,4,4,0
1806,2018,8,mclaren,40,5,5,0
1807,2018,8,force_india,28,6,6,0
1808,2018,8,haas,27,7,7,0
1809,2018,8,toro_rosso,19,8,8,0
1810,2018,8,sauber,13,9,9,0
1811,2018,8,williams,4,10,10,0
1812,2018,9,ferrari,247,1,1,3
1813,2018,9,mercedes,237,2,2,3
1814,2018,9,red_bull,189,3,3,3
1815,2018,9,renault,62,4,4,0
1816,2018,9,haas,49,5,5,0
1817,2018,9,mclaren,44,6,6,0
1818,2018,9,force_india,42,7,7,0
1819,2018,9,toro_rosso,19,8,8,0
1820,2018,9,sauber,16,9,9,0
1821,2018,9,williams,4,10,10,0
1822,2018,10,ferrari,287,1,1,4
1823,2018,10,mercedes,267,2,2,3
1824,2018,10,red_bull,199,3,3,3
1825,2018,10,renault,70,4,4,0
1826,2018,10,haas,51,5,5,0
1827,2018,10,force_india,49,6,6,0
1828,2018,10,mclaren,48,7,7,0
1829,2018,10,toro_rosso,19,8,8,0
1830,2018,10,sauber,16,9,9,0
1831,2018,10,williams,4,10,10,0
1832,2018,11,mercedes,310,1,1,4
1833,2018,11,ferrari,302,2,2,4
1834,2018,11,red_bull,211,3,3,3
1835,2018,11,renault,80,4,4,0
1836,2018,11,force_india,59,5,5,0
1837,2018,11,haas,59,6,6,0
1838,2018,11,mclaren,48,7,7,0
1839,2018,11,toro_rosso,20,8,8,0
1840,2018,11,sauber,18,9,9,0
1841,2018,11,williams,4,10,10,0
1842,2018,12,mercedes,345,1,1,5
1843,2018,12,ferrari,335,2,2,4
1844,2018,12,red_bull,223,3,3,3
1845,2018,12,renault,82,4,4,0
1846,2018,12,haas,66,5,5,0
1847,2018,12,force_india,59,6,6,0
1848,2018,12,mclaren,52,7,7,0
1849,2018,12,toro_rosso,28,8,8,0
1850,2018,12,sauber,18,9,9,0
1851,2018,12,williams,4,10,10,0
1852,2018,13,mercedes,375,1,1,5
1853,2018,13,ferrari,360,2,2,5
1854,2018,13,red_bull,238,3,3,3
1855,2018,13,renault,82,4,4,0
1856,2018,13,haas,76,5,5,0
1857,2018,13,mclaren,52,6,6,0
1858,2018,13,toro_rosso,30,7,7,0
1859,2018,13,sauber,19,8,8,0
1860,2018,13,force_india,18,9,9,0
1861,2018,13,williams,4,10,10,0
1862,2018,14,mercedes,415,1,1,6
1863,2018,14,ferrari,390,2,2,5
1864,2018,14,red_bull,248,3,3,3
1865,2018,14,renault,86,4,4,0
1866,2018,14,haas,76,5,5,0
1867,2018,14,mclaren,52,6,6,0
1868,2018,14,force_india,32,7,7,0
1869,2018,14,toro_rosso,30,8,8,0
1870,2018,14,sauber,19,9,9,0
1871,2018,14,williams,7,10,10,0
1872,2018,15,mercedes,452,1,1,7
1873,2018,15,ferrari,415,2,2,5
1874,2018,15,red_bull,274,3,3,3
1875,2018,15,renault,91,4,4,0
1876,2018,15,haas,76,5,5,0
1877,2018,15,mclaren,58,6,6,0
1878,2018,15,force_india,32,7,7,0
1879,2018,15,toro_rosso,30,8,8,0
1880,2018,15,sauber,21,9,9,0
1881,2018,15,williams,7,10,10,0
1882,2018,16,mercedes,495,1,1,8
1883,2018,16,ferrari,442,2,2,5
1884,2018,16,red_bull,292,3,3,3
1885,2018,16,renault,91,4,4,0
1886,2018,16,haas,80,5,5,0
1887,2018,16,mclaren,58,6,6,0
1888,2018,16,force_india,35,7,7,0
1889,2018,16,toro_rosso,30,8,8,0
1890,2018,16,sauber,27,9,9,0
1891,2018,16,williams,7,10,10,0
1892,2018,17,mercedes,538,1,1,9
1893,2018,17,ferrari,460,2,2,5
1894,2018,17,red_bull,319,3,3,3
1895,2018,17,renault,92,4,4,0
1896,2018,17,haas,84,5,5,0
1897,2018,17,mclaren,58,6,6,0
1898,2018,17,force_india,43,7,7,0
1899,2018,17,toro_rosso,30,8,8,0
1900,2018,17,sauber,27,9,9,0
1901,2018,17,williams,7,10,10,0
1902,2018,18,mercedes,563,1,1,9
1903,2018,18,ferrari,497,2,2,6
1904,2018,18,red_bull,337,3,3,3
1905,2018,18,renault,106,4,4,0
1906,2018,18,haas,84,5,5,0
1907,2018,18,mclaren,58,6,6,0
1908,2018,18,force_india,47,7,7,0
1909,2018,18,toro_rosso,32,8,8,0
1910,2018,18,sauber,28,9,9,0
1911,2018,18,williams,7,10,10,0
1912,2018,19,mercedes,585,1,1,9
1913,2018,19,ferrari,530,2,2,6
1914,2018,19,red_bull,362,3,3,4
1915,2018,19,renault,114,4,4,0
1916,2018,19,haas,84,5,5,0
1917,2018,19,mclaren,62,6,6,0
1918,2018,19,force_india,47,7,7,0
1919,2018,19,sauber,36,8,8,0
1920,2018,19,toro_rosso,33,9,9,0
1921,2018,19,williams,7,10,10,0
1922,2018,20,mercedes,620,1,1,10
1923,2018,20,ferrari,553,2,2,6
1924,2018,20,red_bull,392,3,3,4
1925,2018,20,renault,114,4,4,0
1926,2018,20,haas,90,5,5,0
1927,2018,20,mclaren,62,6,6,0
1928,2018,20,force_india,48,7,7,0
1929,2018,20,sauber,42,8,8,0
1930,2018,20,toro_rosso,33,9,9,0
1931,2018,20,williams,7,10,10,0
1932,2018,21,mercedes,655,1,1,11
1933,2018,21,ferrari,571,2,2,6
1934,2018,21,red_bull,419,3,3,4
1935,2018,21,renault,122,4,4,0
1936,2018,21,haas,93,5,5,0
1937,2018,21,mclaren,62,6,6,0
1938,2018,21,force_india,52,7,7,0
1939,2018,21,sauber,48,8,8,0
1940,2018,21,toro_rosso,33,9,9,0
1941,2018,21,williams,7,10,10,0
1942,2019,1,mercedes,44,1,1,1
1943,2019,1,ferrari,22,2,2,0
1944,2019,1,red_bull,15,3,3,0
1945,2019,1,haas,8,4,4,0
1946,2019,1,renault,6,5,5,0
1947,2019,1,alfa,4,6,6,0
1948,2019,1,racing_point,2,7,7,0
1949,2019,1,toro_rosso,1,8,8,0
1950,2019,1,mclaren,0,9,9,0
1951,2019,1,williams,0,10,10,0
1952,2019,2,mercedes,87,1,1,2
1953,2019,2,ferrari,48,2,2,0
1954,2019,2,red_bull,31,3,3,0
1955,2019,2,alfa,10,4,4,0
1956,2019,2,mclaren,8,5,5,0
1957,2019,2,haas,8,6,6,0
1958,2019,2,renault,6,7,7,0
1959,2019,2,toro_rosso,3,8,8,0
1960,2019,2,racing_point,3,9,9,0
1961,2019,2,williams,0,10,10,0
1962,2019,3,mercedes,130,1,1,3
1963,2019,3,ferrari,73,2,2,0
1964,2019,3,red_bull,52,3,3,0
1965,2019,3,renault,12,4,4,0
1966,2019,3,alfa,12,5,5,0
1967,2019,3,haas,8,6,6,0
1968,2019,3,mclaren,8,7,7,0
1969,2019,3,racing_point,7,8,8,0
1970,2019,3,toro_rosso,4,9,9,0
1971,2019,3,williams,0,10,10,0
1972,2019,4,mercedes,173,1,1,4
1973,2019,4,ferrari,99,2,2,0
1974,2019,4,red_bull,64,3,3,0
1975,2019,4,mclaren,18,4,4,0
1976,2019,4,racing_point,17,5,5,0
1977,2019,4,alfa,13,6,6,0
1978,2019,4,renault,12,7,7,0
1979,2019,4,haas,8,8,8,0
1980,2019,4,toro_rosso,4,9,9,0
1981,2019,4,williams,0,10,10,0
1982,2019,5,mercedes,217,1,1,5
1983,2019,5,ferrari,121,2,2,0
1984,2019,5,red_bull,87,3,3,0
1985,2019,5,mclaren,22,4,4,0
1986,2019,5,racing_point,17,5,5,0
1987,2019,5,haas,15,6,6,0
1988,2019,5,alfa,13,7,7,0
1989,2019,5,renault,12,8,8,0
1990,2019,5,toro_rosso,6,9,9,0
1991,2019,5,williams,0,10,10,0
1992,2019,6,mercedes,257,1,1,6
1993,2019,6,ferrari,139,2,2,0
1994,2019,6,red_bull,110,3,3,0
1995,2019,6,mclaren,30,4,4,0
1996,2019,6,racing_point,17,5,5,0
1997,2019,6,haas,16,6,6,0
1998,2019,6,toro_rosso,16,7,7,0
1999,2019,6,renault,14,8,8,0
2000,2019,6,alfa,13,9,9,0
2001,2019,6,williams,0,10,10,0
2002,2019,7,mercedes,295,1,1,7
2003,2019,7,ferrari,172,2,2,0
2004,2019,7,red_bull,124,3,3,0
2005,2019,7,mclaren,30,4,4,0
2006,2019,7,renault,28,5,5,0
2007,2019,7,racing_point,19,6,6,0
2008,2019,7,toro_rosso,17,7,7,0
2009,2019,7,haas,16,8,8,0
2010,2019,7,alfa,13,9,9,0
2011,2019,7,williams,0,10,10,0
2012,2019,8,mercedes,338,1,1,8
2013,2019,8,ferrari,198,2,2,0
2014,2019,8,red_bull,137,3,3,0
2015,2019,8,mclaren,40,4,4,0
2016,2019,8,renault,32,5,5,0
2017,2019,8,racing_point,19,6,6,0
2018,2019,8,alfa,19,7,7,0
2019,2019,8,toro_rosso,17,8,8,0
2020,2019,8,haas,16,9,9,0
2021,2019,8,williams,0,10,10,0
2022,2019,9,mercedes,363,1,1,8
2023,2019,9,ferrari,228,2,2,0
2024,2019,9,red_bull,169,3,3,1
2025,2019,9,mclaren,52,4,4,0
2026,2019,9,renault,32,5,5,0
2027,2019,9,alfa,22,6,6,0
2028,2019,9,racing_point,19,7,7,0
2029,2019,9,toro_rosso,17,8,8,0
2030,2019,9,haas,16,9,9,0
2031,2019,9,williams,0,10,10,0
2032,2019,10,mercedes,407,1,1,9
2033,2019,10,ferrari,243,2,2,0
2034,2019,10,red_bull,191,3,3,1
2035,2019,10,mclaren,60,4,4,0
2036,2019,10,renault,39,5,5,0
2037,2019,10,alfa,26,6,6,0
2038,2019,10,racing_point,19,7,7,0
2039,2019,10,toro_rosso,19,8,8,0
2040,2019,10,haas,16,9,9,0
2041,2019,10,williams,0,10,10,0
2042,2019,11,mercedes,409,1,1,9
2043,2019,11,ferrari,261,2,2,0
2044,2019,11,red_bull,217,3,3,2
2045,2019,11,mclaren,70,4,4,0
2046,2019,11,toro_rosso,42,5,5,0
2047,2019,11,renault,39,6,6,0
2048,2019,11,racing_point,31,7,7,0
2049,2019,11,haas,26,8,8,0
2050,2019,11,alfa,26,9,9,0
2051,2019,11,williams,1,10,10,0
2052,2019,12,mercedes,438,1,1,10
2053,2019,12,ferrari,288,2,2,0
2054,2019,12,red_bull,244,3,3,2
2055,2019,12,mclaren,82,4,4,0
2056,2019,12,toro_rosso,43,5,5,0
2057,2019,12,renault,39,6,6,0
2058,2019,12,alfa,32,7,7,0
2059,2019,12,racing_point,31,8,8,0
2060,2019,12,haas,26,9,9,0
2061,2019,12,williams,1,10,10,0
2062,2019,13,mercedes,471,1,1,10
2063,2019,13,ferrari,326,2,2,1
2064,2019,13,red_bull,254,3,3,2
2065,2019,13,mclaren,82,4,4,0
2066,2019,13,toro_rosso,51,5,5,0
2067,2019,13,renault,43,6,6,0
2068,2019,13,racing_point,40,7,7,0
2069,2019,13,alfa,32,8,8,0
2070,2019,13,haas,26,9,9,0
2071,2019,13,williams,1,10,10,0
2072,2019,14,mercedes,505,1,1,10
2073,2019,14,ferrari,351,2,2,2
2074,2019,14,red_bull,266,3,3,2
2075,2019,14,mclaren,83,4,4,0
