constructorStandingsId,year,round,constructorId,points,position,positionText,wins
704,2013,1,caterham,0,11,11,0
705,2013,2,red_bull,66,1,1,1
706,2013,2,lotus_f1,40,2,2,1
707,2013,2,ferrari,40,3,3,0
708,2013,2,mercedes,37,4,4,0
709,2013,2,force_india,10,5,5,0
710,2013,2,sauber,4,6,6,0
711,2013,2,mclaren,4,7,7,0
712,2013,2,toro_rosso,1,8,8,0
713,2013,2,williams,0,9,9,0
714,2013,2,marussia,0,10,10,0
715,2013,2,caterham,0,11,11,0
716,2013,3,red_bull,78,1,1,1
717,2013,3,ferrari,73,2,2,1
718,2013,3,lotus_f1,60,3,3,1
719,2013,3,mercedes,52,4,4,0
720,2013,3,mclaren,14,5,5,0
721,2013,3,force_india,14,6,6,0
722,2013,3,toro_rosso,7,7,7,0
723,2013,3,sauber,5,8,8,0
724,2013,3,williams,0,9,9,0
725,2013,3,marussia,0,10,10,0
726,2013,3,caterham,0,11,11,0
727,2013,4,red_bull,109,1,1,2
728,2013,4,lotus_f1,93,2,2,1
729,2013,4,ferrari,77,3,3,1
730,2013,4,mercedes,64,4,4,0
731,2013,4,force_india,26,5,5,0
732,2013,4,mclaren,23,6,6,0
733,2013,4,toro_rosso,7,7,7,0
734,2013,4,sauber,5,8,8,0
735,2013,4,williams,0,9,9,0
736,2013,4,marussia,0,10,10,0
737,2013,4,caterham,0,11,11,0
738,2013,5,red_bull,131,1,1,2
739,2013,5,ferrari,117,2,2,2
740,2013,5,lotus_f1,111,3,3,1
741,2013,5,mercedes,72,4,4,0
742,2013,5,force_india,32,5,5,0
743,2013,5,mclaren,29,6,6,0
744,2013,5,toro_rosso,8,7,7,0
745,2013,5,sauber,5,8,8,0
746,2013,5,williams,0,9,9,0
747,2013,5,marussia,0,10,10,0
748,2013,5,caterham,0,11,11,0
749,2013,6,red_bull,164,1,1,2
750,2013,6,ferrari,123,2,2,2
751,2013,6,lotus_f1,112,3,3,1
752,2013,6,mercedes,109,4,4,1
753,2013,6,force_india,44,5,5,0
754,2013,6,mclaren,37,6,6,0
755,2013,6,toro_rosso,12,7,7,0
756,2013,6,sauber,5,8,8,0
757,2013,6,williams,0,9,9,0
758,2013,6,marussia,0,10,10,0
759,2013,6,caterham,0,11,11,0
760,2013,7,red_bull,201,1,1,3
761,2013,7,ferrari,145,2,2,2
762,2013,7,mercedes,134,3,3,1
763,2013,7,lotus_f1,114,4,4,1
764,2013,7,force_india,51,5,5,0
765,2013,7,mclaren,37,6,6,0
766,2013,7,toro_rosso,20,7,7,0
767,2013,7,sauber,5,8,8,0
768,2013,7,williams,0,9,9,0
769,2013,7,marussia,0,10,10,0
770,2013,7,caterham,0,11,11,0
771,2013,8,red_bull,219,1,1,3
772,2013,8,mercedes,171,2,2,2
773,2013,8,ferrari,168,3,3,2
774,2013,8,lotus_f1,124,4,4,1
775,2013,8,force_india,59,5,5,0
776,2013,8,mclaren,37,6,6,0
777,2013,8,toro_rosso,24,7,7,0
778,2013,8,sauber,6,8,8,0
779,2013,8,williams,0,9,9,0
780,2013,8,marussia,0,10,10,0
781,2013,8,caterham,0,11,11,0
782,2013,9,red_bull,250,1,1,4
783,2013,9,mercedes,183,2,2,2
784,2013,9,ferrari,180,3,3,2
785,2013,9,lotus_f1,157,4,4,1
786,2013,9,force_india,59,5,5,0
787,2013,9,mclaren,49,6,6,0
788,2013,9,toro_rosso,24,7,7,0
789,2013,9,sauber,7,8,8,0
790,2013,9,williams,0,9,9,0
791,2013,9,marussia,0,10,10,0
792,2013,9,caterham,0,11,11,0
793,2013,10,red_bull,277,1,1,4
794,2013,10,mercedes,208,2,2,3
795,2013,10,ferrari,194,3,3,2
796,2013,10,lotus_f1,183,4,4,1
797,2013,10,force_india,59,5,5,0
798,2013,10,mclaren,57,6,6,0
799,2013,10,toro_rosso,24,7,7,0
800,2013,10,sauber,7,8,8,0
801,2013,10,williams,1,9,9,0
802,2013,10,marussia,0,10,10,0
803,2013,10,caterham,0,11,11,0
804,2013,11,red_bull,312,1,1,5
805,2013,11,mercedes,235,2,2,3
806,2013,11,ferrari,218,3,3,2
807,2013,11,lotus_f1,187,4,4,1
808,2013,11,mclaren,65,5,5,0
809,2013,11,force_india,61,6,6,0
810,2013,11,toro_rosso,25,7,7,0
811,2013,11,sauber,7,8,8,0
812,2013,11,williams,1,9,9,0
813,2013,11,marussia,0,10,10,0
814,2013,11,caterham,0,11,11,0
815,2013,12,red_bull,352,1,1,6
816,2013,12,ferrari,248,2,2,2
817,2013,12,mercedes,245,3,3,3
818,2013,12,lotus_f1,191,4,4,1
819,2013,12,mclaren,66,5,5,0
820,2013,12,force_india,61,6,6,0
821,2013,12,toro_rosso,31,7,7,0
822,2013,12,sauber,17,8,8,0
823,2013,12,williams,1,9,9,0
824,2013,12,marussia,0,10,10,0
825,2013,12,caterham,0,11,11,0
826,2013,13,red_bull,377,1,1,7
827,2013,13,ferrari,274,2,2,2
828,2013,13,mercedes,267,3,3,3
829,2013,13,lotus_f1,206,4,4,1
830,2013,13,mclaren,76,5,5,0
831,2013,13,force_india,62,6,6,0
832,2013,13,toro_rosso,31,7,7,0
833,2013,13,sauber,19,8,8,0
834,2013,13,williams,1,9,9,0
835,2013,13,marussia,0,10,10,0
836,2013,13,caterham,0,11,11,0
837,2013,14,red_bull,402,1,1,8
838,2013,14,ferrari,284,2,2,2
839,2013,14,mercedes,283,3,3,3
840,2013,14,lotus_f1,239,4,4,1
841,2013,14,mclaren,81,5,5,0
842,2013,14,force_india,62,6,6,0
843,2013,14,sauber,31,7,7,0
844,2013,14,toro_rosso,31,8,8,0
845,2013,14,williams,1,9,9,0
846,2013,14,marussia,0,10,10,0
847,2013,14,caterham,0,11,11,0
848,2013,15,red_bull,445,1,1,9
849,2013,15,ferrari,297,2,2,2
850,2013,15,mercedes,287,3,3,3
851,2013,15,lotus_f1,264,4,4,1
852,2013,15,mclaren,83,5,5,0
853,2013,15,force_india,62,6,6,0
854,2013,15,sauber,45,7,7,0
855,2013,15,toro_rosso,31,8,8,0
856,2013,15,williams,1,9,9,0
857,2013,15,marussia,0,10,10,0
858,2013,15,caterham,0,11,11,0
859,2013,16,red_bull,470,1,1,10
860,2013,16,mercedes,313,2,2,3
861,2013,16,ferrari,309,3,3,2
862,2013,16,lotus_f1,285,4,4,1
863,2013,16,mclaren,93,5,5,0
864,2013,16,force_india,68,6,6,0
865,2013,16,sauber,45,7,7,0
866,2013,16,toro_rosso,32,8,8,0
867,2013,16,williams,1,9,9,0
868,2013,16,marussia,0,10,10,0
869,2013,16,caterham,0,11,11,0
870,2013,17,red_bull,513,1,1,11
871,2013,17,mercedes,334,2,2,3
872,2013,17,ferrari,323,3,3,2
873,2013,17,lotus_f1,297,4,4,1
874,2013,17,mclaren,95,5,5,0
875,2013,17,force_india,77,6,6,0
876,2013,17,sauber,45,7,7,0
877,2013,17,toro_rosso,32,8,8,0
878,2013,17,williams,1,9,9,0
879,2013,17,marussia,0,10,10,0
880,2013,17,caterham,0,11,11,0
881,2013,18,red_bull,553,1,1,12
882,2013,18,mercedes,348,2,2,3
883,2013,18,ferrari,333,3,3,2
884,2013,18,lotus_f1,315,4,4,1
885,2013,18,mclaren,102,5,5,0
886,2013,18,force_india,77,6,6,0
887,2013,18,sauber,53,7,7,0
888,2013,18,toro_rosso,32,8,8,0
889,2013,18,williams,5,9,9,0
890,2013,18,marussia,0,10,10,0
891,2013,18,caterham,0,11,11,0
892,2013,19,red_bull,596,1,1,13
893,2013,19,mercedes,360,2,2,3
894,2013,19,ferrari,354,3,3,2
895,2013,19,lotus_f1,315,4,4,1
896,2013,19,mclaren,122,5,5,0
897,2013,19,force_india,77,6,6,0
898,2013,19,sauber,57,7,7,0
899,2013,19,toro_rosso,33,8,8,0
900,2013,19,williams,5,9,9,0
901,2013,19,marussia,0,10,10,0
902,2013,19,caterham,0,11,11,0
903,2014,1,mclaren,33,1,1,0
904,2014,1,mercedes,25,2,2,1
905,2014,1,ferrari,18,3,3,0
906,2014,1,williams,10,4,4,0
907,2014,1,force_india,9,5,5,0
908,2014,1,toro_rosso,6,6,6,0
909,2014,1,sauber,0,7,7,0
910,2014,1,marussia,0,8,8,0
911,2014,1,lotus_f1,0,9,9,0
912,2014,1,caterham,0,10,10,0
913,2014,1,red_bull,0,11,11,0
914,2014,2,mercedes,68,1,1,2
915,2014,2,mclaren,43,2,2,0
916,2014,2,ferrari,30,3,3,0
917,2014,2,williams,20,4,4,0
918,2014,2,force_india,19,5,5,0
919,2014,2,red_bull,15,6,6,0
920,2014,2,toro_rosso,7,7,7,0
921,2014,2,sauber,0,8,8,0
922,2014,2,lotus_f1,0,9,9,0
923,2014,2,caterham,0,10,10,0
924,2014,2,marussia,0,11,11,0
925,2014,3,mercedes,111,1,1,3
926,2014,3,force_india,44,2,2,0
927,2014,3,mclaren,43,3,3,0
928,2014,3,red_bull,35,4,4,0
929,2014,3,ferrari,33,5,5,0
930,2014,3,williams,30,6,6,0
931,2014,3,toro_rosso,7,7,7,0
932,2014,3,lotus_f1,0,8,8,0
933,2014,3,sauber,0,9,9,0
934,2014,3,marussia,0,10,10,0
935,2014,3,caterham,0,11,11,0
936,2014,4,mercedes,154,1,1,4
937,2014,4,red_bull,57,2,2,0
938,2014,4,force_india,54,3,3,0
939,2014,4,ferrari,52,4,4,0
940,2014,4,mclaren,43,5,5,0
941,2014,4,williams,36,6,6,0
942,2014,4,toro_rosso,8,7,7,0
943,2014,4,lotus_f1,0,8,8,0
944,2014,4,sauber,0,9,9,0
945,2014,4,marussia,0,10,10,0
946,2014,4,caterham,0,11,11,0
947,2014,5,mercedes,197,1,1,5
948,2014,5,red_bull,84,2,2,0
949,2014,5,ferrari,66,3,3,0
950,2014,5,force_india,57,4,4,0
951,2014,5,williams,46,5,5,0
952,2014,5,mclaren,43,6,6,0
953,2014,5,toro_rosso,8,7,7,0
954,2014,5,lotus_f1,4,8,8,0
955,2014,5,sauber,0,9,9,0
956,2014,5,marussia,0,10,10,0
957,2014,5,caterham,0,11,11,0
958,2014,6,mercedes,240,1,1,6
959,2014,6,red_bull,99,2,2,0
960,2014,6,ferrari,78,3,3,0
961,2014,6,force_india,67,4,4,0
962,2014,6,mclaren,52,5,5,0
963,2014,6,williams,52,6,6,0
964,2014,6,lotus_f1,8,7,7,0
965,2014,6,toro_rosso,8,8,8,0
966,2014,6,marussia,2,9,9,0
967,2014,6,sauber,0,10,10,0
968,2014,6,caterham,0,11,11,0
969,2014,7,mercedes,258,1,1,6
970,2014,7,red_bull,139,2,2,1
971,2014,7,ferrari,87,3,3,0
972,2014,7,force_india,77,4,4,0
973,2014,7,mclaren,66,5,5,0
974,2014,7,williams,58,6,6,0
975,2014,7,toro_rosso,12,7,7,0
976,2014,7,lotus_f1,8,8,8,0
977,2014,7,marussia,2,9,9,0
978,2014,7,sauber,0,10,10,0
979,2014,7,caterham,0,11,11,0
980,2014,8,mercedes,301,1,1,7
981,2014,8,red_bull,143,2,2,1
982,2014,8,ferrari,98,3,3,0
983,2014,8,force_india,87,4,4,0
984,2014,8,williams,85,5,5,0
985,2014,8,mclaren,72,6,6,0
986,2014,8,toro_rosso,12,7,7,0
987,2014,8,lotus_f1,8,8,8,0
988,2014,8,marussia,2,9,9,0
989,2014,8,sauber,0,10,10,0
990,2014,8,caterham,0,11,11,0
991,2014,9,mercedes,326,1,1,8
992,2014,9,red_bull,168,2,2,1
993,2014,9,ferrari,106,3,3,0
994,2014,9,williams,103,4,4,0
995,2014,9,force_india,91,5,5,0
996,2014,9,mclaren,90,6,6,0
997,2014,9,toro_rosso,15,7,7,0
998,2014,9,lotus_f1,8,8,8,0
999,2014,9,marussia,2,9,9,0
1000,2014,9,sauber,0,10,10,0
1001,2014,9,caterham,0,11,11,0
1002,2014,10,mercedes,366,1,1,9
1003,2014,10,red_bull,188,2,2,1
1004,2014,10,williams,121,3,3,0
1005,2014,10,ferrari,116,4,4,0
1006,2014,10,force_india,98,5,5,0
1007,2014,10,mclaren,96,6,6,0
1008,2014,10,toro_rosso,15,7,7,0
1009,2014,10,lotus_f1,8,8,8,0
1010,2014,10,marussia,2,9,9,0
1011,2014,10,sauber,0,10,10,0
1012,2014,10,caterham,0,11,11,0
1013,2014,11,mercedes,393,1,1,9
1014,2014,11,red_bull,219,2,2,2
1015,2014,11,ferrari,142,3,3,0
1016,2014,11,williams,135,4,4,0
1017,2014,11,force_india,98,5,5,0
1018,2014,11,mclaren,97,6,6,0
1019,2014,11,toro_rosso,17,7,7,0
1020,2014,11,lotus_f1,8,8,8,0
1021,2014,11,marussia,2,9,9,0
1022,2014,11,sauber,0,10,10,0
1023,2014,11,caterham,0,11,11,0
1024,2014,12,mercedes,411,1,1,9
1025,2014,12,red_bull,254,2,2,3
1026,2014,12,ferrari,160,3,3,0
1027,2014,12,williams,150,4,4,0
1028,2014,12,mclaren,105,5,5,0
1029,2014,12,force_india,103,6,6,0
1030,2014,12,toro_rosso,19,7,7,0
1031,2014,12,lotus_f1,8,8,8,0
1032,2014,12,marussia,2,9,9,0
1033,2014,12,sauber,0,10,10,0
1034,2014,12,caterham,0,11,11,0
1035,2014,13,mercedes,454,1,1,10
1036,2014,13,red_bull,272,2,2,3
1037,2014,13,williams,177,3,3,0
1038,2014,13,ferrari,162,4,4,0
1039,2014,13,mclaren,110,5,5,0
1040,2014,13,force_india,109,6,6,0
1041,2014,13,toro_rosso,19,7,7,0
1042,2014,13,lotus_f1,8,8,8,0
1043,2014,13,marussia,2,9,9,0
1044,2014,13,sauber,0,10,10,0
1045,2014,13,caterham,0,11,11,0
1046,2014,14,mercedes,479,1,1,11
1047,2014,14,red_bull,305,2,2,3
1048,2014,14,williams,187,3,3,0
1049,2014,14,ferrari,178,4,4,0
1050,2014,14,force_india,117,5,5,0
1051,2014,14,mclaren,111,6,6,0
1052,2014,14,toro_rosso,27,7,7,0
1053,2014,14,lotus_f1,8,8,8,0
1054,2014,14,marussia,2,9,9,0
1055,2014,14,sauber,0,10,10,0
1056,2014,14,caterham,0,11,11,0
1057,2014,15,mercedes,522,1,1,12
1058,2014,15,red_bull,332,2,2,3
1059,2014,15,williams,201,3,3,0
1060,2014,15,ferrari,178,4,4,0
1061,2014,15,force_india,122,5,5,0
1062,2014,15,mclaren,121,6,6,0
1063,2014,15,toro_rosso,29,7,7,0
1064,2014,15,lotus_f1,8,8,8,0
1065,2014,15,marussia,2,9,9,0
1066,2014,15,sauber,0,10,10,0
1067,2014,15,caterham,0,11,11,0
1068,2014,16,mercedes,565,1,1,13
1069,2014,16,red_bull,342,2,2,3
1070,2014,16,williams,216,3,3,0
1071,2014,16,ferrari,188,4,4,0
1072,2014,16,mclaren,143,5,5,0
1073,2014,16,force_india,123,6,6,0
1074,2014,16,toro_rosso,29,7,7,0
1075,2014,16,lotus_f1,8,8,8,0
1076,2014,16,marussia,2,9,9,0
1077,2014,16,sauber,0,10,10,0
1078,2014,16,caterham,0,11,11,0
1079,2014,17,mercedes,608,1,1,14
1080,2014,17,red_bull,363,2,2,3
1081,2014,17,williams,238,3,3,0
1082,2014,17,ferrari,196,4,4,0
1083,2014,17,mclaren,147,5,5,0
1084,2014,17,force_india,123,6,6,0
1085,2014,17,toro_rosso,30,7,7,0
1086,2014,17,lotus_f1,10,8,8,0
1087,2014,17,marussia,2,9,9,0
1088,2014,17,sauber,0,10,10,0
1089,2014,17,caterham,0,11,11,0
1090,2014,18,mercedes,651,1,1,15
1091,2014,18,red_bull,373,2,2,3
1092,2014,18,williams,254,3,3,0
1093,2014,18,ferrari,210,4,4,0
1094,2014,18,mclaren,161,5,5,0
1095,2014,18,force_india,127,6,6,0
1096,2014,18,toro_rosso,30,7,7,0
1097,2014,18,lotus_f1,10,8,8,0
1098,2014,18,marussia,2,9,9,0
1099,2014,18,sauber,0,10,10,0
1100,2014,18,caterham,0,11,11,0
1101,2014,19,mercedes,701,1,1,16
1102,2014,19,red_bull,405,2,2,3
1103,2014,19,williams,320,3,3,0
1104,2014,19,ferrari,216,4,4,0
1105,2014,19,mclaren,181,5,5,0
1106,2014,19,force_india,155,6,6,0
1107,2014,19,toro_rosso,30,7,7,0
1108,2014,19,lotus_f1,10,8,8,0
1109,2014,19,marussia,2,9,9,0
1110,2014,19,sauber,0,10,10,0
1111,2014,19,caterham,0,11,11,0
1112,2015,1,mercedes,43,1,1,1
1113,2015,1,ferrari,15,2,2,0
1114,2015,1,sauber,14,3,3,0
1115,2015,1,williams,12,4,4,0
1116,2015,1,red_bull,8,5,5,0
1117,2015,1,force_india,7,6,6,0
1118,2015,1,toro_rosso,2,7,7,0
1119,2015,1,mclaren,0,8,8,0
1120,2015,1,lotus_f1,0,9,9,0
1121,2015,2,mercedes,76,1,1,1
1122,2015,2,ferrari,52,2,2,1
1123,2015,2,williams,30,3,3,0
1124,2015,2,sauber,14,4,4,0
1125,2015,2,toro_rosso,12,5,5,0
1126,2015,2,red_bull,11,6,6,0
1127,2015,2,force_india,7,7,7,0
1128,2015,2,lotus_f1,0,8,8,0
1129,2015,2,mclaren,0,9,9,0
1130,2015,2,manor,0,10,10,0
1131,2015,3,mercedes,119,1,1,2
1132,2015,3,ferrari,79,2,2,1
1133,2015,3,williams,48,3,3,0
1134,2015,3,sauber,19,4,4,0
1135,2015,3,red_bull,13,5,5,0
1136,2015,3,toro_rosso,12,6,6,0
1137,2015,3,force_india,7,7,7,0
1138,2015,3,lotus_f1,6,8,8,0
1139,2015,3,mclaren,0,9,9,0
1140,2015,3,manor,0,10,10,0
1141,2015,4,mercedes,159,1,1,3
1142,2015,4,ferrari,107,2,2,1
1143,2015,4,williams,61,3,3,0
1144,2015,4,red_bull,23,4,4,0
1145,2015,4,sauber,19,5,5,0
1146,2015,4,lotus_f1,12,6,6,0
1147,2015,4,toro_rosso,12,7,7,0
1148,2015,4,force_india,11,8,8,0
1149,2015,4,mclaren,0,9,9,0
1150,2015,4,manor,0,10,10,0
1151,2015,5,mercedes,202,1,1,4
1152,2015,5,ferrari,132,2,2,1
1153,2015,5,williams,81,3,3,0
1154,2015,5,red_bull,30,4,4,0
1155,2015,5,sauber,19,5,5,0
1156,2015,5,lotus_f1,16,6,6,0
1157,2015,5,toro_rosso,14,7,7,0
1158,2015,5,force_india,11,8,8,0
1159,2015,5,mclaren,0,9,9,0
1160,2015,5,manor,0,10,10,0
1161,2015,6,mercedes,242,1,1,5
1162,2015,6,ferrari,158,2,2,1
1163,2015,6,williams,81,3,3,0
1164,2015,6,red_bull,52,4,4,0
1165,2015,6,sauber,21,5,5,0
1166,2015,6,force_india,17,6,6,0
1167,2015,6,lotus_f1,16,7,7,0
1168,2015,6,toro_rosso,15,8,8,0
1169,2015,6,mclaren,4,9,9,0
1170,2015,6,manor,0,10,10,0
1171,2015,7,mercedes,285,1,1,6
1172,2015,7,ferrari,180,2,2,1
1173,2015,7,williams,104,3,3,0
1174,2015,7,red_bull,54,4,4,0
1175,2015,7,lotus_f1,23,5,5,0
1176,2015,7,sauber,21,6,6,0
1177,2015,7,force_india,21,7,7,0
1178,2015,7,toro_rosso,15,8,8,0
1179,2015,7,mclaren,4,9,9,0
1180,2015,7,manor,0,10,10,0
1181,2015,8,mercedes,328,1,1,7
1182,2015,8,ferrari,192,2,2,1
1183,2015,8,williams,129,3,3,0
1184,2015,8,red_bull,55,4,4,0
1185,2015,8,force_india,31,5,5,0
1186,2015,8,lotus_f1,29,6,6,0
1187,2015,8,sauber,21,7,7,0
1188,2015,8,toro_rosso,19,8,8,0
1189,2015,8,mclaren,4,9,9,0
1190,2015,8,manor,0,10,10,0
1191,2015,9,mercedes,371,1,1,8
1192,2015,9,ferrari,211,2,2,1
1193,2015,9,williams,151,3,3,0
1194,2015,9,red_bull,63,4,4,0
1195,2015,9,force_india,39,5,5,0
1196,2015,9,lotus_f1,29,6,6,0
1197,2015,9,sauber,21,7,7,0
1198,2015,9,toro_rosso,19,8,8,0
1199,2015,9,mclaren,5,9,9,0
1200,2015,9,manor,0,10,10,0
1201,2015,10,mercedes,383,1,1,8
1202,2015,10,ferrari,236,2,2,2
1203,2015,10,williams,151,3,3,0
1204,2015,10,red_bull,96,4,4,0
1205,2015,10,force_india,39,5,5,0
1206,2015,10,lotus_f1,35,6,6,0
1207,2015,10,toro_rosso,31,7,7,0
1208,2015,10,sauber,22,8,8,0
1209,2015,10,mclaren,17,9,9,0
1210,2015,10,manor,0,10,10,0
1211,2015,11,mercedes,426,1,1,9
1212,2015,11,ferrari,242,2,2,2
1213,2015,11,williams,161,3,3,0
1214,2015,11,red_bull,108,4,4,0
1215,2015,11,lotus_f1,50,5,5,0
1216,2015,11,force_india,49,6,6,0
1217,2015,11,toro_rosso,35,7,7,0
1218,2015,11,sauber,23,8,8,0
1219,2015,11,mclaren,17,9,9,0
1220,2015,11,manor,0,10,10,0
1221,2015,12,mercedes,451,1,1,10
1222,2015,12,ferrari,270,2,2,2
1223,2015,12,williams,188,3,3,0
1224,2015,12,red_bull,113,4,4,0
1225,2015,12,force_india,63,5,5,0
1226,2015,12,lotus_f1,50,6,6,0
1227,2015,12,toro_rosso,35,7,7,0
1228,2015,12,sauber,25,8,8,0
1229,2015,12,mclaren,17,9,9,0
1230,2015,12,manor,0,10,10,0
1231,2015,13,mercedes,463,1,1,10
1232,2015,13,ferrari,310,2,2,3
1233,2015,13,williams,198,3,3,0
1234,2015,13,red_bull,139,4,4,0
1235,2015,13,force_india,69,5,5,0
1236,2015,13,lotus_f1,50,6,6,0
1237,2015,13,toro_rosso,41,7,7,0
1238,2015,13,sauber,26,8,8,0
1239,2015,13,mclaren,17,9,9,0
1240,2015,13,manor,0,10,10,0
1241,2015,14,mercedes,506,1,1,11
1242,2015,14,ferrari,337,2,2,3
1243,2015,14,williams,208,3,3,0
1244,2015,14,red_bull,139,4,4,0
1245,2015,14,force_india,77,5,5,0
1246,2015,14,lotus_f1,60,6,6,0
1247,2015,14,toro_rosso,44,7,7,0
1248,2015,14,sauber,26,8,8,0
1249,2015,14,mclaren,17,9,9,0
1250,2015,14,manor,0,10,10,0
1251,2015,15,mercedes,531,1,1,12
1252,2015,15,ferrari,359,2,2,3
1253,2015,15,williams,220,3,3,0
1254,2015,15,red_bull,149,4,4,0
1255,2015,15,force_india,92,5,5,0
1256,2015,15,lotus_f1,66,6,6,0
1257,2015,15,toro_rosso,45,7,7,0
1258,2015,15,sauber,34,8,8,0
1259,2015,15,mclaren,19,9,9,0
1260,2015,15,manor,0,10,10,0
1261,2015,16,mercedes,574,1,1,13
1262,2015,16,ferrari,374,2,2,3
1263,2015,16,williams,220,3,3,0
1264,2015,16,red_bull,150,4,4,0
1265,2015,16,force_india,102,5,5,0
1266,2015,16,lotus_f1,70,6,6,0
1267,2015,16,toro_rosso,63,7,7,0
1268,2015,16,sauber,36,8,8,0
1269,2015,16,mclaren,27,9,9,0
1270,2015,16,manor,0,10,10,0
1271,2015,17,mercedes,617,1,1,14
1272,2015,17,ferrari,374,2,2,3
1273,2015,17,williams,243,3,3,0
1274,2015,17,red_bull,172,4,4,0
1275,2015,17,force_india,112,5,5,0
1276,2015,17,lotus_f1,71,6,6,0
1277,2015,17,toro_rosso,65,7,7,0
1278,2015,17,sauber,36,8,8,0
1279,2015,17,mclaren,27,9,9,0
1280,2015,17,manor,0,10,10,0
1281,2015,18,mercedes,660,1,1,15
1282,2015,18,ferrari,401,2,2,3
1283,2015,18,williams,253,3,3,0
1284,2015,18,red_bull,178,4,4,0
1285,2015,18,force_india,120,5,5,0
1286,2015,18,lotus_f1,76,6,6,0
1287,2015,18,toro_rosso,67,7,7,0
1288,2015,18,sauber,36,8,8,0
1289,2015,18,mclaren,27,9,9,0
1290,2015,18,manor,0,10,10,0
1291,2015,19,mercedes,703,1,1,16
1292,2015,19,ferrari,428,2,2,3
1293,2015,19,williams,257,3,3,0
1294,2015,19,red_bull,187,4,4,0
1295,2015,19,force_india,136,5,5,0
1296,2015,19,lotus_f1,78,6,6,0
1297,2015,19,toro_rosso,67,7,7,0
1298,2015,19,sauber,36,8,8,0
1299,2015,19,mclaren,27,9,9,0
1300,2015,19,manor,0,10,10,0
1301,2016,1,mercedes,43,1,1,1
1302,2016,1,ferrari,15,2,2,0
1303,2016,1,williams,14,3,3,0
1304,2016,1,red_bull,12,4,4,0
1305,2016,1,haas,8,5,5,0
1306,2016,1,force_india,6,6,6,0
1307,2016,1,toro_rosso,3,7,7,0
1308,2016,1,renault,0,8,8,0
1309,2016,1,mclaren,0,9,9,0
1310,2016,1,sauber,0,10,10,0
1311,2016,1,manor,0,11,11,0
1312,2016,2,mercedes,83,1,1,2
1313,2016,2,ferrari,33,2,2,0
1314,2016,2,red_bull,30,3,3,0
1315,2016,2,williams,20,4,4,0
1316,2016,2,haas,18,5,5,0
1317,2016,2,toro_rosso,11,6,6,0
1318,2016,2,force_india,6,7,7,0
1319,2016,2,mclaren,1,8,8,0
1320,2016,2,renault,0,9,9,0
1321,2016,2,sauber,0,10,10,0
1322,2016,2,manor,0,11,11,0
1323,2016,3,mercedes,114,1,1,3
1324,2016,3,ferrari,61,2,2,0
1325,2016,3,red_bull,57,3,3,0
1326,2016,3,williams,29,4,4,0
1327,2016,3,haas,18,5,5,0
1328,2016,3,toro_rosso,17,6,6,0
1329,2016,3,force_india,6,7,7,0
1330,2016,3,mclaren,1,8,8,0
1331,2016,3,renault,0,9,9,0
1332,2016,3,sauber,0,10,10,0
1333,2016,3,manor,0,11,11,0
1334,2016,4,mercedes,157,1,1,4
1335,2016,4,ferrari,76,2,2,0
1336,2016,4,red_bull,57,3,3,0
1337,2016,4,williams,51,4,4,0
1338,2016,4,haas,22,5,5,0
1339,2016,4,toro_rosso,17,6,6,0
1340,2016,4,mclaren,10,7,7,0
1341,2016,4,force_india,8,8,8,0
1342,2016,4,renault,6,9,9,0
1343,2016,4,sauber,0,10,10,0
1344,2016,4,manor,0,11,11,0
1345,2016,5,mercedes,157,1,1,4
1346,2016,5,ferrari,109,2,2,0
1347,2016,5,red_bull,94,3,3,1
1348,2016,5,williams,65,4,4,0
1349,2016,5,toro_rosso,26,5,5,0
1350,2016,5,haas,22,6,6,0
1351,2016,5,force_india,14,7,7,0
1352,2016,5,mclaren,12,8,8,0
1353,2016,5,renault,6,9,9,0
1354,2016,5,sauber,0,10,10,0
1355,2016,5,manor,0,11,11,0
1356,2016,6,mercedes,188,1,1,5
1357,2016,6,ferrari,121,2,2,0
1358,2016,6,red_bull,112,3,3,1
1359,2016,6,williams,66,4,4,0
1360,2016,6,force_india,37,5,5,0
1361,2016,6,toro_rosso,30,6,6,0
1362,2016,6,mclaren,24,7,7,0
1363,2016,6,haas,22,8,8,0
1364,2016,6,renault,6,9,9,0
1365,2016,6,sauber,0,10,10,0
1366,2016,6,manor,0,11,11,0
1367,2016,7,mercedes,223,1,1,6
1368,2016,7,ferrari,147,2,2,0
1369,2016,7,red_bull,130,3,3,1
1370,2016,7,williams,81,4,4,0
1371,2016,7,force_india,42,5,5,0
1372,2016,7,toro_rosso,32,6,6,0
1373,2016,7,mclaren,24,7,7,0
1374,2016,7,haas,22,8,8,0
1375,2016,7,renault,6,9,9,0
1376,2016,7,sauber,0,10,10,0
1377,2016,7,manor,0,11,11,0
1378,2016,8,mercedes,258,1,1,7
1379,2016,8,ferrari,177,2,2,0
1380,2016,8,red_bull,140,3,3,1
1381,2016,8,williams,90,4,4,0
1382,2016,8,force_india,59,5,5,0
1383,2016,8,toro_rosso,32,6,6,0
1384,2016,8,mclaren,24,7,7,0
1385,2016,8,haas,22,8,8,0
1386,2016,8,renault,6,9,9,0
1387,2016,8,sauber,0,10,10,0
1388,2016,8,manor,0,11,11,0
1389,2016,9,mercedes,295,1,1,8
1390,2016,9,ferrari,192,2,2,0
