resultId,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2514,2015,Russian Grand Prix,hulkenberg,force_india,27,6,19,R,0,0,,,,,,,Collision
2515,2015,Russian Grand Prix,ericsson,sauber,9,17,20,R,0,0,,,,,,,Collision
2516,2015,United States Grand Prix,hamilton,mercedes,44,2,1,1,25,56,1:50:52.703,6652703,48,2,1:40.738,197.014,Finished
2517,2015,United States Grand Prix,rosberg,mercedes,6,1,2,2,18,56,+2.850,6655553,49,1,1:40.666,197.154,Finished
2518,2015,United States Grand Prix,vettel,ferrari,5,13,3,3,15,56,+3.381,6656084,52,3,1:41.330,195.863,Finished
2519,2015,United States Grand Prix,max_verstappen,toro_rosso,33,8,4,4,12,56,+22.359,6675062,51,9,1:43.172,192.366,Finished
2520,2015,United States Grand Prix,perez,force_india,11,5,5,5,10,56,+24.413,6677116,54,7,1:43.010,192.668,Finished
2521,2015,United States Grand Prix,button,mclaren,22,11,6,6,8,56,+28.058,6680761,50,8,1:43.026,192.638,Finished
2522,2015,United States Grand Prix,sainz,toro_rosso,55,20,7,7,6,56,+30.619,6683322,51,5,1:42.660,193.325,Finished
2523,2015,United States Grand Prix,maldonado,lotus_f1,13,12,8,8,4,56,+32.273,6684976,51,6,1:42.849,192.970,Finished
2524,2015,United States Grand Prix,nasr,sauber,12,15,9,9,2,56,+40.257,6692960,54,12,1:44.407,190.090,Finished
2525,2015,United States Grand Prix,ricciardo,red_bull,3,3,10,10,1,56,+53.371,6706074,53,4,1:41.980,194.614,Finished
2526,2015,United States Grand Prix,alonso,mclaren,14,9,11,11,0,56,+54.816,6707519,55,11,1:44.323,190.243,Finished
2527,2015,United States Grand Prix,rossi,manor,53,17,12,12,0,56,+1:15.277,6727980,50,16,1:48.173,183.472,Finished
2528,2015,United States Grand Prix,kvyat,red_bull,26,4,13,R,0,41,,,41,10,1:43.728,191.335,Accident
2529,2015,United States Grand Prix,hulkenberg,force_india,27,6,14,R,0,35,,,24,13,1:45.095,188.846,Accident
2530,2015,United States Grand Prix,ericsson,sauber,9,14,15,R,0,25,,,24,15,1:47.381,184.825,Retired
2531,2015,United States Grand Prix,raikkonen,ferrari,7,18,16,R,0,25,,,24,14,1:46.186,186.905,Brake duct
2532,2015,United States Grand Prix,massa,williams,19,7,17,R,0,23,,,22,17,1:48.231,183.374,Retired
2533,2015,United States Grand Prix,grosjean,lotus_f1,8,10,18,R,0,10,,,8,18,1:59.612,165.926,Retired
2534,2015,United States Grand Prix,bottas,williams,77,16,19,R,0,5,,,3,19,2:31.939,130.623,Retired
2535,2015,United States Grand Prix,stevens,manor,28,19,20,R,0,1,,,,,,,Retired
2536,2015,Mexican Grand Prix,rosberg,mercedes,6,1,1,1,25,71,1:42:35.038,6155038,67,1,1:20.521,192.426,Finished
2537,2015,Mexican Grand Prix,hamilton,mercedes,44,2,2,2,18,71,+1.954,6156992,67,2,1:20.723,191.945,Finished
2538,2015,Mexican Grand Prix,bottas,williams,77,6,3,3,15,71,+14.592,6169630,68,4,1:21.585,189.917,Finished
2539,2015,Mexican Grand Prix,kvyat,red_bull,26,4,4,4,12,71,+16.572,6171610,69,3,1:21.549,190.001,Finished
2540,2015,Mexican Grand Prix,ricciardo,red_bull,3,5,5,5,10,71,+19.682,6174720,70,5,1:21.625,189.824,Finished
2541,2015,Mexican Grand Prix,massa,williams,19,7,6,6,8,71,+21.493,6176531,71,7,1:22.009,188.935,Finished
2542,2015,Mexican Grand Prix,hulkenberg,force_india,27,10,7,7,6,71,+25.860,6180898,69,9,1:22.391,188.059,Finished
2543,2015,Mexican Grand Prix,perez,force_india,11,9,8,8,4,71,+34.343,6189381,51,12,1:22.757,187.227,Finished
2544,2015,Mexican Grand Prix,max_verstappen,toro_rosso,33,8,9,9,2,71,+35.229,6190267,70,10,1:22.603,187.576,Finished
2545,2015,Mexican Grand Prix,grosjean,lotus_f1,8,12,10,10,1,71,+37.934,6192972,69,13,1:22.893,186.920,Finished
2546,2015,Mexican Grand Prix,maldonado,lotus_f1,13,13,11,11,0,71,+38.538,6193576,70,14,1:22.963,186.762,Finished
2547,2015,Mexican Grand Prix,ericsson,sauber,9,14,12,12,0,71,+40.180,6195218,62,11,1:22.716,187.320,Finished
2548,2015,Mexican Grand Prix,sainz,toro_rosso,55,11,13,13,0,71,+48.772,6203810,46,8,1:22.172,188.560,Finished
2549,2015,Mexican Grand Prix,button,mclaren,22,20,14,14,0,71,+49.214,6204252,49,15,1:23.006,186.666,Finished
2550,2015,Mexican Grand Prix,rossi,manor,53,16,15,15,0,69,,,69,18,1:25.005,182.276,+2 Laps
2551,2015,Mexican Grand Prix,stevens,manor,28,17,16,16,0,69,,,67,19,1:25.540,181.136,+2 Laps
2552,2015,Mexican Grand Prix,nasr,sauber,12,15,17,R,0,57,,,48,16,1:23.350,185.895,Brakes
2553,2015,Mexican Grand Prix,vettel,ferrari,5,3,18,R,0,50,,,48,6,1:21.847,189.309,Accident
2554,2015,Mexican Grand Prix,raikkonen,ferrari,7,19,19,R,0,21,,,20,17,1:24.054,184.338,Collision
2555,2015,Mexican Grand Prix,alonso,mclaren,14,18,20,R,0,1,,,,,,,Retired
2556,2015,Brazilian Grand Prix,rosberg,mercedes,6,1,1,1,25,71,1:31:09.090,5469090,57,2,1:14.957,206.950,Finished
2557,2015,Brazilian Grand Prix,hamilton,mercedes,44,2,2,2,18,71,+7.756,5476846,51,1,1:14.832,207.296,Finished
2558,2015,Brazilian Grand Prix,vettel,ferrari,5,3,3,3,15,71,+14.244,5483334,57,3,1:15.046,206.705,Finished
2559,2015,Brazilian Grand Prix,raikkonen,ferrari,7,4,4,4,12,71,+47.543,5516633,48,4,1:15.416,205.691,Finished
2560,2015,Brazilian Grand Prix,bottas,williams,77,7,5,5,10,70,,,61,10,1:16.039,204.005,+1 Lap
2561,2015,Brazilian Grand Prix,hulkenberg,force_india,27,5,6,6,8,70,,,66,16,1:16.774,202.052,+1 Lap
2562,2015,Brazilian Grand Prix,kvyat,red_bull,26,6,7,7,6,70,,,41,14,1:16.500,202.776,+1 Lap
2563,2015,Brazilian Grand Prix,grosjean,lotus_f1,8,14,8,8,4,70,,,57,5,1:15.739,204.813,+1 Lap
2564,2015,Brazilian Grand Prix,max_verstappen,toro_rosso,33,9,9,9,2,70,,,56,9,1:15.972,204.185,+1 Lap
2565,2015,Brazilian Grand Prix,maldonado,lotus_f1,13,15,10,10,1,70,,,63,13,1:16.354,203.164,+1 Lap
2566,2015,Brazilian Grand Prix,ricciardo,red_bull,3,19,11,11,0,70,,,56,11,1:16.313,203.273,+1 Lap
2567,2015,Brazilian Grand Prix,perez,force_india,11,11,12,12,0,70,,,53,8,1:15.970,204.191,+1 Lap
2568,2015,Brazilian Grand Prix,nasr,sauber,12,13,13,13,0,70,,,41,17,1:16.794,202.000,+1 Lap
2569,2015,Brazilian Grand Prix,button,mclaren,22,16,14,14,0,70,,,53,12,1:16.321,203.252,+1 Lap
2570,2015,Brazilian Grand Prix,alonso,mclaren,14,20,15,15,0,70,,,54,15,1:16.519,202.726,+1 Lap
2571,2015,Brazilian Grand Prix,ericsson,sauber,9,12,16,16,0,69,,,57,7,1:15.789,204.678,+2 Laps
2572,2015,Brazilian Grand Prix,stevens,manor,28,18,17,17,0,67,,,42,19,1:19.098,196.116,+4 Laps
2573,2015,Brazilian Grand Prix,rossi,manor,53,17,18,18,0,67,,,43,18,1:18.617,197.316,+4 Laps
2574,2015,Brazilian Grand Prix,sainz,toro_rosso,55,10,19,R,0,0,,,,,,,Retired
2575,2015,Brazilian Grand Prix,massa,williams,19,8,20,E,0,70,,,57,6,1:15.743,204.803,Excluded
2576,2015,Abu Dhabi Grand Prix,rosberg,mercedes,6,1,1,1,25,55,1:38:30.175,5910175,37,5,1:45.356,189.779,Finished
2577,2015,Abu Dhabi Grand Prix,hamilton,mercedes,44,2,2,2,18,55,+8.271,5918446,44,1,1:44.517,191.302,Finished
2578,2015,Abu Dhabi Grand Prix,raikkonen,ferrari,7,3,3,3,15,55,+19.430,5929605,47,4,1:44.942,190.528,Finished
2579,2015,Abu Dhabi Grand Prix,vettel,ferrari,5,15,4,4,12,55,+43.735,5953910,48,2,1:44.550,191.242,Finished
2580,2015,Abu Dhabi Grand Prix,perez,force_india,11,4,5,5,10,55,+1:03.952,5974127,30,8,1:45.892,188.818,Finished
2581,2015,Abu Dhabi Grand Prix,ricciardo,red_bull,3,5,6,6,8,55,+1:05.010,5975185,46,9,1:46.305,188.085,Finished
2582,2015,Abu Dhabi Grand Prix,hulkenberg,force_india,27,7,7,7,6,55,+1:33.618,6003793,29,16,1:47.064,186.751,Finished
2583,2015,Abu Dhabi Grand Prix,massa,williams,19,8,8,8,4,55,+1:37.751,6007926,33,14,1:46.984,186.891,Finished
2584,2015,Abu Dhabi Grand Prix,grosjean,lotus_f1,8,18,9,9,2,55,+1:38.201,6008376,47,7,1:45.859,188.877,Finished
2585,2015,Abu Dhabi Grand Prix,kvyat,red_bull,26,9,10,10,1,55,+1:42.371,6012546,27,13,1:46.882,187.069,Finished
2586,2015,Abu Dhabi Grand Prix,sainz,toro_rosso,55,10,11,11,0,55,+1:43.525,6013700,38,15,1:46.998,186.867,Finished
2587,2015,Abu Dhabi Grand Prix,button,mclaren,22,12,12,12,0,54,,,29,17,1:47.509,185.978,+1 Lap
2588,2015,Abu Dhabi Grand Prix,bottas,williams,77,6,13,13,0,54,,,45,11,1:46.464,187.804,+1 Lap
2589,2015,Abu Dhabi Grand Prix,ericsson,sauber,9,17,14,14,0,54,,,48,12,1:46.517,187.710,+1 Lap
2590,2015,Abu Dhabi Grand Prix,nasr,sauber,12,14,15,15,0,54,,,46,10,1:46.424,187.874,+1 Lap
2591,2015,Abu Dhabi Grand Prix,max_verstappen,toro_rosso,33,11,16,16,0,54,,,40,6,1:45.746,189.079,+1 Lap
2592,2015,Abu Dhabi Grand Prix,alonso,mclaren,14,16,17,17,0,53,,,52,3,1:44.796,190.793,+2 Laps
2593,2015,Abu Dhabi Grand Prix,stevens,manor,28,19,18,18,0,53,,,53,18,1:49.610,182.414,+2 Laps
2594,2015,Abu Dhabi Grand Prix,merhi,manor,98,20,19,19,0,52,,,26,19,1:51.213,179.784,+3 Laps
2595,2015,Abu Dhabi Grand Prix,maldonado,lotus_f1,13,13,20,R,0,0,,,,,,,Collision
2596,2016,Australian Grand Prix,rosberg,mercedes,6,2,1,1,25,57,1:48:15.565,6495565,21,3,1:30.557,210.815,Finished
2597,2016,Australian Grand Prix,hamilton,mercedes,44,1,2,2,18,57,+8.060,6503625,48,4,1:30.646,210.608,Finished
2598,2016,Australian Grand Prix,vettel,ferrari,5,3,3,3,15,57,+9.643,6505208,23,2,1:29.951,212.235,Finished
2599,2016,Australian Grand Prix,ricciardo,red_bull,3,8,4,4,12,57,+24.330,6519895,49,1,1:28.997,214.510,Finished
2600,2016,Australian Grand Prix,massa,williams,19,6,5,5,10,57,+58.979,6554544,39,9,1:32.288,206.861,Finished
2601,2016,Australian Grand Prix,grosjean,haas,8,19,6,6,8,57,+1:12.081,6567646,48,17,1:32.862,205.582,Finished
2602,2016,Australian Grand Prix,hulkenberg,force_india,27,10,7,7,6,57,+1:14.199,6569764,49,16,1:32.833,205.646,Finished
2603,2016,Australian Grand Prix,bottas,williams,77,16,8,8,4,57,+1:15.153,6570718,51,14,1:32.725,205.886,Finished
2604,2016,Australian Grand Prix,sainz,toro_rosso,55,7,9,9,2,57,+1:15.680,6571245,23,7,1:31.671,208.253,Finished
2605,2016,Australian Grand Prix,max_verstappen,toro_rosso,33,5,10,10,1,57,+1:16.833,6572398,44,6,1:31.516,208.606,Finished
2606,2016,Australian Grand Prix,jolyon_palmer,renault,30,13,11,11,0,57,+1:23.399,6578964,14,18,1:32.955,205.376,Finished
2607,2016,Australian Grand Prix,kevin_magnussen,renault,20,14,12,12,0,57,+1:25.606,6581171,45,10,1:32.452,206.494,Finished
2608,2016,Australian Grand Prix,perez,force_india,11,9,13,13,0,57,+1:31.699,6587264,39,15,1:32.780,205.764,Finished
2609,2016,Australian Grand Prix,button,mclaren,22,12,14,14,0,56,,,33,8,1:31.684,208.223,+1 Lap
2610,2016,Australian Grand Prix,nasr,sauber,12,17,15,15,0,56,,,48,13,1:32.711,205.917,+1 Lap
2611,2016,Australian Grand Prix,wehrlein,manor,94,21,16,16,0,56,,,34,12,1:32.673,206.001,+1 Lap
2612,2016,Australian Grand Prix,ericsson,sauber,9,15,17,R,0,38,,,15,21,1:33.892,203.327,Engine
2613,2016,Australian Grand Prix,raikkonen,ferrari,7,4,18,R,0,21,,,21,5,1:30.701,210.480,Engine
2614,2016,Australian Grand Prix,haryanto,manor,88,22,19,R,0,17,,,15,20,1:33.847,203.424,Mechanical
2615,2016,Australian Grand Prix,gutierrez,haas,21,20,20,R,0,16,,,4,19,1:32.998,205.281,Collision
2616,2016,Australian Grand Prix,alonso,mclaren,14,11,21,R,0,16,,,14,11,1:32.553,206.268,Collision
2617,2016,Australian Grand Prix,kvyat,red_bull,26,18,22,W,0,0,,,,,,,Retired
2618,2016,Bahrain Grand Prix,rosberg,mercedes,6,2,1,1,25,57,1:33:34.696,5614696,41,1,1:34.482,206.210,Finished
2619,2016,Bahrain Grand Prix,raikkonen,ferrari,7,4,2,2,18,57,+10.282,5624978,39,3,1:35.158,204.745,Finished
2620,2016,Bahrain Grand Prix,hamilton,mercedes,44,1,3,3,15,57,+30.148,5644844,43,2,1:34.677,205.785,Finished
2621,2016,Bahrain Grand Prix,ricciardo,red_bull,3,5,4,4,12,57,+1:02.494,5677190,44,9,1:36.064,202.814,Finished
2622,2016,Bahrain Grand Prix,grosjean,haas,8,9,5,5,10,57,+1:18.299,5692995,42,11,1:36.095,202.749,Finished
2623,2016,Bahrain Grand Prix,max_verstappen,toro_rosso,33,10,6,6,8,57,+1:20.929,5695625,49,7,1:35.504,204.004,Finished
2624,2016,Bahrain Grand Prix,kvyat,red_bull,26,15,7,7,6,56,,,36,8,1:35.678,203.633,+1 Lap
2625,2016,Bahrain Grand Prix,massa,williams,19,7,8,8,4,56,,,31,16,1:37.560,199.704,+1 Lap
2626,2016,Bahrain Grand Prix,bottas,williams,77,6,9,9,2,56,,,37,15,1:37.077,200.698,+1 Lap
2627,2016,Bahrain Grand Prix,vandoorne,mclaren,47,12,10,10,1,56,,,44,12,1:36.121,202.694,+1 Lap
2628,2016,Bahrain Grand Prix,kevin_magnussen,renault,20,22,11,11,0,56,,,40,14,1:36.730,201.418,+1 Lap
2629,2016,Bahrain Grand Prix,ericsson,sauber,9,17,12,12,0,56,,,32,17,1:38.003,198.802,+1 Lap
2630,2016,Bahrain Grand Prix,wehrlein,manor,94,16,13,13,0,56,,,43,6,1:35.448,204.123,+1 Lap
2631,2016,Bahrain Grand Prix,nasr,sauber,12,21,14,14,0,56,,,49,5,1:35.360,204.312,+1 Lap
2632,2016,Bahrain Grand Prix,hulkenberg,force_india,27,8,15,15,0,56,,,53,4,1:35.188,204.681,+1 Lap
2633,2016,Bahrain Grand Prix,perez,force_india,11,18,16,16,0,56,,,39,10,1:36.067,202.808,+1 Lap
2634,2016,Bahrain Grand Prix,haryanto,manor,88,20,17,17,0,56,,,47,13,1:36.685,201.512,+1 Lap
2635,2016,Bahrain Grand Prix,sainz,toro_rosso,55,11,18,R,0,29,,,22,18,1:38.408,197.983,Retired
2636,2016,Bahrain Grand Prix,gutierrez,haas,21,13,19,R,0,9,,,2,19,1:39.341,196.124,Retired
2637,2016,Bahrain Grand Prix,button,mclaren,22,14,20,R,0,6,,,3,20,1:39.427,195.954,Power Unit
2638,2016,Bahrain Grand Prix,vettel,ferrari,5,3,21,W,0,0,,,,,,,Engine
2639,2016,Bahrain Grand Prix,jolyon_palmer,renault,30,19,22,W,0,0,,,,,,,Hydraulics
2640,2016,Chinese Grand Prix,rosberg,mercedes,6,1,1,1,25,56,1:38:53.891,5933891,38,6,1:40.418,195.419,Finished
2641,2016,Chinese Grand Prix,vettel,ferrari,5,4,2,2,18,56,+37.776,5971667,37,9,1:40.610,195.046,Finished
2642,2016,Chinese Grand Prix,kvyat,red_bull,26,6,3,3,15,56,+45.936,5979827,38,14,1:41.546,193.248,Finished
2643,2016,Chinese Grand Prix,ricciardo,red_bull,3,2,4,4,12,56,+52.688,5986579,55,11,1:41.015,194.264,Finished
2644,2016,Chinese Grand Prix,raikkonen,ferrari,7,3,5,5,10,56,+1:05.872,5999763,40,8,1:40.593,195.079,Finished
2645,2016,Chinese Grand Prix,massa,williams,19,10,6,6,8,56,+1:15.511,6009402,34,16,1:41.815,192.737,Finished
2646,2016,Chinese Grand Prix,hamilton,mercedes,44,22,7,7,6,56,+1:18.230,6012121,32,10,1:40.662,194.945,Finished
2647,2016,Chinese Grand Prix,max_verstappen,toro_rosso,33,9,8,8,4,56,+1:19.268,6013159,41,5,1:40.399,195.456,Finished
2648,2016,Chinese Grand Prix,sainz,toro_rosso,55,8,9,9,2,56,+1:24.127,6018018,35,12,1:41.485,193.364,Finished
2649,2016,Chinese Grand Prix,bottas,williams,77,5,10,10,1,56,+1:26.192,6020083,23,15,1:41.558,193.225,Finished
2650,2016,Chinese Grand Prix,perez,force_india,11,7,11,11,0,56,+1:34.283,6028174,30,17,1:41.846,192.679,Finished
2651,2016,Chinese Grand Prix,alonso,mclaren,14,11,12,12,0,56,+1:37.253,6031144,36,19,1:42.226,191.962,Finished
2652,2016,Chinese Grand Prix,button,mclaren,22,12,13,13,0,56,+1:41.990,6035881,46,3,1:40.298,195.652,Finished
2653,2016,Chinese Grand Prix,gutierrez,haas,21,18,14,14,0,55,,,45,4,1:40.368,195.516,+1 Lap
2654,2016,Chinese Grand Prix,hulkenberg,force_india,27,13,15,15,0,55,,,48,1,1:39.824,196.581,+1 Lap
2655,2016,Chinese Grand Prix,ericsson,sauber,9,15,16,16,0,55,,,41,22,1:43.269,190.024,+1 Lap
2656,2016,Chinese Grand Prix,kevin_magnussen,renault,20,17,17,17,0,55,,,22,21,1:42.311,191.803,+1 Lap
2657,2016,Chinese Grand Prix,wehrlein,manor,94,21,18,18,0,55,,,48,13,1:41.489,193.356,+1 Lap
2658,2016,Chinese Grand Prix,grosjean,haas,8,14,19,19,0,55,,,47,2,1:39.923,196.387,+1 Lap
2659,2016,Chinese Grand Prix,nasr,sauber,12,16,20,20,0,55,,,42,7,1:40.582,195.100,+1 Lap
2660,2016,Chinese Grand Prix,haryanto,manor,88,20,21,21,0,55,,,42,18,1:42.009,192.371,+1 Lap
2661,2016,Chinese Grand Prix,jolyon_palmer,renault,30,19,22,22,0,55,,,26,20,1:42.232,191.951,+1 Lap
2662,2016,Russian Grand Prix,rosberg,mercedes,6,1,1,1,25,53,1:32:41.997,5561997,52,1,1:39.094,212.452,Finished
2663,2016,Russian Grand Prix,hamilton,mercedes,44,10,2,2,18,53,+25.022,5587019,36,4,1:40.266,209.969,Finished
2664,2016,Russian Grand Prix,raikkonen,ferrari,7,3,3,3,15,53,+31.998,5593995,47,3,1:40.101,210.315,Finished
2665,2016,Russian Grand Prix,bottas,williams,77,2,4,4,12,53,+50.217,5612214,37,6,1:41.159,208.115,Finished
2666,2016,Russian Grand Prix,massa,williams,19,4,5,5,10,53,+1:14.427,5636424,52,2,1:39.743,211.070,Finished
2667,2016,Russian Grand Prix,alonso,mclaren,14,14,6,6,8,52,,,52,5,1:40.347,209.799,+1 Lap
2668,2016,Russian Grand Prix,kevin_magnussen,renault,20,17,7,7,6,52,,,50,9,1:41.832,206.740,+1 Lap
2669,2016,Russian Grand Prix,grosjean,haas,8,15,8,8,4,52,,,51,12,1:42.026,206.347,+1 Lap
2670,2016,Russian Grand Prix,perez,force_india,11,6,9,9,2,52,,,47,10,1:41.897,206.608,+1 Lap
2671,2016,Russian Grand Prix,button,mclaren,22,12,10,10,1,52,,,50,8,1:41.720,206.968,+1 Lap
2672,2016,Russian Grand Prix,ricciardo,red_bull,3,5,11,11,0,52,,,46,7,1:41.179,208.074,+1 Lap
2673,2016,Russian Grand Prix,sainz,toro_rosso,55,11,12,12,0,52,,,41,15,1:42.205,205.986,+1 Lap
2674,2016,Russian Grand Prix,jolyon_palmer,renault,30,18,13,13,0,52,,,37,19,1:42.660,205.073,+1 Lap
2675,2016,Russian Grand Prix,ericsson,sauber,9,22,14,14,0,52,,,45,14,1:42.050,206.298,+1 Lap
2676,2016,Russian Grand Prix,kvyat,red_bull,26,8,15,15,0,52,,,44,17,1:42.344,205.706,+1 Lap
2677,2016,Russian Grand Prix,nasr,sauber,12,19,16,16,0,52,,,50,16,1:42.253,205.889,+1 Lap
2678,2016,Russian Grand Prix,gutierrez,haas,21,16,17,17,0,52,,,52,18,1:42.378,205.637,+1 Lap
2679,2016,Russian Grand Prix,wehrlein,manor,94,20,18,18,0,51,,,43,11,1:41.907,206.588,+2 Laps
2680,2016,Russian Grand Prix,max_verstappen,toro_rosso,33,9,19,R,0,33,,,32,13,1:42.029,206.341,Power Unit
2681,2016,Russian Grand Prix,vettel,ferrari,5,7,20,R,0,0,,,,,,,Collision
2682,2016,Russian Grand Prix,hulkenberg,force_india,27,13,21,R,0,0,,,,,,,Collision
2683,2016,Russian Grand Prix,haryanto,manor,88,21,22,R,0,0,,,,,,,Collision
2684,2016,Spanish Grand Prix,max_verstappen,red_bull,33,4,1,1,25,66,1:41:40.017,6100017,36,6,1:28.816,188.682,Finished
2685,2016,Spanish Grand Prix,raikkonen,ferrari,7,5,2,2,18,66,+0.616,6100633,38,4,1:28.538,189.274,Finished
2686,2016,Spanish Grand Prix,vettel,ferrari,5,6,3,3,15,66,+5.581,6105598,39,2,1:27.974,190.488,Finished
2687,2016,Spanish Grand Prix,ricciardo,red_bull,3,3,4,4,12,66,+43.950,6143967,46,3,1:28.209,189.980,Finished
2688,2016,Spanish Grand Prix,bottas,williams,77,7,5,5,10,66,+45.271,6145288,60,8,1:29.081,188.120,Finished
2689,2016,Spanish Grand Prix,sainz,toro_rosso,55,8,6,6,8,66,+1:01.395,6161412,42,11,1:29.663,186.899,Finished
2690,2016,Spanish Grand Prix,perez,force_india,11,9,7,7,6,66,+1:19.538,6179555,37,15,1:29.801,186.612,Finished
2691,2016,Spanish Grand Prix,massa,williams,19,18,8,8,4,66,+1:20.707,6180724,43,9,1:29.238,187.789,Finished
2692,2016,Spanish Grand Prix,button,mclaren,22,12,9,9,2,65,,,39,18,1:30.260,185.663,+1 Lap
2693,2016,Spanish Grand Prix,kvyat,toro_rosso,26,13,10,10,1,65,,,53,1,1:26.948,192.735,+1 Lap
2694,2016,Spanish Grand Prix,gutierrez,haas,21,16,11,11,0,65,,,34,17,1:30.139,185.912,+1 Lap
2695,2016,Spanish Grand Prix,ericsson,sauber,9,19,12,12,0,65,,,42,12,1:29.715,186.791,+1 Lap
2696,2016,Spanish Grand Prix,jolyon_palmer,renault,30,17,13,13,0,65,,,35,14,1:29.779,186.658,+1 Lap
2697,2016,Spanish Grand Prix,kevin_magnussen,renault,20,15,14,14,0,65,,,57,5,1:28.716,188.894,+1 Lap
2698,2016,Spanish Grand Prix,nasr,sauber,12,20,15,15,0,65,,,38,16,1:29.905,186.396,+1 Lap
2699,2016,Spanish Grand Prix,wehrlein,manor,94,21,16,16,0,65,,,37,19,1:31.182,183.786,+1 Lap
2700,2016,Spanish Grand Prix,haryanto,manor,88,22,17,17,0,65,,,52,10,1:29.402,187.445,+1 Lap
2701,2016,Spanish Grand Prix,grosjean,haas,8,14,18,R,0,56,,,41,7,1:28.974,188.347,Engine
2702,2016,Spanish Grand Prix,alonso,mclaren,14,10,19,R,0,45,,,41,13,1:29.750,186.718,Engine
2703,2016,Spanish Grand Prix,hulkenberg,force_india,27,11,20,R,0,20,,,8,20,1:31.810,182.529,Engine
2704,2016,Spanish Grand Prix,hamilton,mercedes,44,1,21,R,0,0,,,,,,,Collision
2705,2016,Spanish Grand Prix,rosberg,mercedes,6,2,22,R,0,0,,,,,,,Collision
2706,2016,Monaco Grand Prix,hamilton,mercedes,44,3,1,1,25,78,1:59:29.133,7169133,71,1,1:17.939,154.135,Finished
2707,2016,Monaco Grand Prix,ricciardo,red_bull,3,1,2,2,18,78,+7.252,7176385,67,3,1:18.294,153.437,Finished
2708,2016,Monaco Grand Prix,perez,force_india,11,7,3,3,15,78,+13.825,7182958,64,4,1:18.446,153.139,Finished
2709,2016,Monaco Grand Prix,vettel,ferrari,5,4,4,4,12,78,+15.846,7184979,62,2,1:18.005,154.005,Finished
2710,2016,Monaco Grand Prix,alonso,mclaren,14,9,5,5,10,78,+1:25.076,7254209,72,8,1:19.170,151.739,Finished
2711,2016,Monaco Grand Prix,hulkenberg,force_india,27,5,6,6,8,78,+1:32.999,7262132,74,11,1:19.232,151.620,Finished
2712,2016,Monaco Grand Prix,rosberg,mercedes,6,2,7,7,6,78,+1:33.290,7262423,74,6,1:18.763,152.523,Finished
2713,2016,Monaco Grand Prix,sainz,toro_rosso,55,6,8,8,4,77,,,70,5,1:18.519,152.997,+1 Lap
2714,2016,Monaco Grand Prix,button,mclaren,22,13,9,9,2,77,,,66,12,1:19.670,150.786,+1 Lap
2715,2016,Monaco Grand Prix,massa,williams,19,14,10,10,1,77,,,69,9,1:19.213,151.656,+1 Lap
2716,2016,Monaco Grand Prix,gutierrez,haas,21,12,11,11,0,77,,,69,7,1:19.131,151.814,+1 Lap
2717,2016,Monaco Grand Prix,bottas,williams,77,10,12,12,0,77,,,66,10,1:19.223,151.637,+1 Lap
2718,2016,Monaco Grand Prix,grosjean,haas,8,15,13,13,0,76,,,65,14,1:20.219,149.755,+2 Laps
2719,2016,Monaco Grand Prix,wehrlein,manor,94,20,14,14,0,76,,,60,15,1:20.372,149.469,+2 Laps
2720,2016,Monaco Grand Prix,haryanto,manor,88,19,15,15,0,74,,,70,13,1:19.868,150.413,+4 Laps
2721,2016,Monaco Grand Prix,ericsson,sauber,9,17,16,R,0,51,,,51,16,1:21.342,147.687,Collision
2722,2016,Monaco Grand Prix,nasr,sauber,12,0,17,R,0,48,,,46,17,1:21.889,146.701,Retired
2723,2016,Monaco Grand Prix,max_verstappen,red_bull,33,0,18,R,0,34,,,34,18,1:26.563,138.779,Accident
2724,2016,Monaco Grand Prix,kevin_magnussen,renault,20,16,19,R,0,32,,,27,19,1:29.802,133.774,Retired
2725,2016,Monaco Grand Prix,kvyat,toro_rosso,26,8,20,R,0,18,,,14,20,1:37.895,122.715,Accident
2726,2016,Monaco Grand Prix,raikkonen,ferrari,7,11,21,R,0,10,,,10,21,1:47.149,112.116,Accident
2727,2016,Monaco Grand Prix,jolyon_palmer,renault,30,18,22,R,0,7,,,2,22,1:58.474,101.399,Accident
2728,2016,Canadian Grand Prix,hamilton,mercedes,44,1,1,1,25,70,1:31:05.296,5465296,68,2,1:15.981,206.625,Finished
2729,2016,Canadian Grand Prix,vettel,ferrari,5,3,2,2,18,70,+5.011,5470307,70,3,1:16.297,205.769,Finished
2730,2016,Canadian Grand Prix,bottas,williams,77,7,3,3,15,70,+46.422,5511718,68,10,1:16.938,204.055,Finished
2731,2016,Canadian Grand Prix,max_verstappen,red_bull,33,5,4,4,12,70,+53.020,5518316,49,4,1:16.319,205.710,Finished
2732,2016,Canadian Grand Prix,rosberg,mercedes,6,2,5,5,10,70,+1:02.093,5527389,60,1,1:15.599,207.669,Finished
2733,2016,Canadian Grand Prix,raikkonen,ferrari,7,6,6,6,8,70,+1:03.017,5528313,44,9,1:16.919,204.105,Finished
2734,2016,Canadian Grand Prix,ricciardo,red_bull,3,4,7,7,6,70,+1:03.634,5528930,51,5,1:16.506,205.207,Finished
