resultId,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
1,2010,Bahrain Grand Prix,alonso,ferrari,8,3,1,1,25,49,1:39:20.396,5960396,45,1,1:58.287,191.706,Finished
2,2010,Bahrain Grand Prix,massa,ferrari,7,2,2,2,18,49,+16.099,5976495,38,5,1:59.732,189.392,Finished
3,2010,Bahrain Grand Prix,hamilton,mclaren,2,4,3,3,15,49,+23.182,5983578,42,4,1:59.560,189.665,Finished
4,2010,Bahrain Grand Prix,vettel,red_bull,5,1,4,4,12,49,+38.799,5999195,32,12,2:00.218,188.627,Finished
5,2010,Bahrain Grand Prix,rosberg,mercedes,4,5,5,5,10,49,+40.213,6000609,45,13,2:00.236,188.599,Finished
6,2010,Bahrain Grand Prix,michael_schumacher,mercedes,3,7,6,6,8,49,+44.163,6004559,45,11,2:00.204,188.649,Finished
7,2010,Bahrain Grand Prix,button,mclaren,1,8,7,7,6,49,+45.280,6005676,45,9,1:59.970,189.017,Finished
8,2010,Bahrain Grand Prix,webber,red_bull,6,6,8,8,4,49,+46.360,6006756,45,3,1:59.487,189.781,Finished
9,2010,Bahrain Grand Prix,liuzzi,force_india,15,12,9,9,2,49,+53.008,6013404,39,7,1:59.906,189.118,Finished
10,2010,Bahrain Grand Prix,barrichello,williams,9,11,10,10,1,49,+1:02.489,6022885,47,6,1:59.833,189.233,Finished
11,2010,Bahrain Grand Prix,kubica,renault,11,9,11,11,0,49,+1:09.093,6029489,33,14,2:00.474,188.226,Finished
12,2010,Bahrain Grand Prix,sutil,force_india,14,10,12,12,0,49,+1:22.958,6043354,49,2,1:59.393,189.930,Finished
13,2010,Bahrain Grand Prix,alguersuari,toro_rosso,17,18,13,13,0,49,+1:32.656,6053052,28,8,1:59.964,189.026,Finished
14,2010,Bahrain Grand Prix,hulkenberg,williams,10,13,14,14,0,48,,,34,15,2:01.401,186.789,+1 Lap
15,2010,Bahrain Grand Prix,kovalainen,lotus_racing,19,21,15,15,0,47,,,47,17,2:02.701,184.810,+2 Laps
16,2010,Bahrain Grand Prix,buemi,toro_rosso,16,15,16,16,0,46,,,41,10,2:00.080,188.844,Electrical
17,2010,Bahrain Grand Prix,trulli,lotus_racing,18,20,17,17,0,46,,,34,18,2:02.930,184.465,Hydraulics
18,2010,Bahrain Grand Prix,rosa,sauber,22,14,18,R,0,28,,,27,16,2:01.650,186.406,Hydraulics
19,2010,Bahrain Grand Prix,bruno_senna,hrt,21,23,19,R,0,17,,,14,22,2:09.127,175.613,Overheating
20,2010,Bahrain Grand Prix,glock,virgin,24,19,20,R,0,16,,,11,21,2:07.062,178.467,Gearbox
21,2010,Bahrain Grand Prix,petrov,renault,12,17,21,R,0,13,,,7,19,2:04.307,182.422,Suspension
22,2010,Bahrain Grand Prix,kobayashi,sauber,23,16,22,R,0,11,,,4,20,2:05.044,181.347,Hydraulics
23,2010,Bahrain Grand Prix,grassi,virgin,25,22,23,R,0,2,,,2,23,2:09.361,175.295,Hydraulics
24,2010,Bahrain Grand Prix,chandhok,hrt,20,24,24,R,0,1,,,,,,,Accident
25,2010,Australian Grand Prix,button,mclaren,1,4,1,1,25,58,1:33:36.531,5616531,52,6,1:29.291,213.804,Finished
26,2010,Australian Grand Prix,kubica,renault,11,9,2,2,18,58,+12.034,5628565,52,8,1:29.570,213.138,Finished
27,2010,Australian Grand Prix,massa,ferrari,7,5,3,3,15,58,+14.488,5631019,52,7,1:29.537,213.216,Finished
28,2010,Australian Grand Prix,alonso,ferrari,8,3,4,4,12,58,+16.304,5632835,47,10,1:29.707,212.812,Finished
29,2010,Australian Grand Prix,rosberg,mercedes,4,6,5,5,10,58,+16.683,5633214,53,2,1:28.489,215.742,Finished
30,2010,Australian Grand Prix,hamilton,mclaren,2,11,6,6,8,58,+29.898,5646429,47,3,1:28.506,215.700,Finished
31,2010,Australian Grand Prix,liuzzi,force_india,15,13,7,7,6,58,+59.847,5676378,55,9,1:29.685,212.865,Finished
32,2010,Australian Grand Prix,barrichello,williams,9,8,8,8,4,58,+1:00.536,5677067,58,5,1:29.210,213.998,Finished
33,2010,Australian Grand Prix,webber,red_bull,6,2,9,9,2,58,+1:07.319,5683850,47,1,1:28.358,216.061,Finished
34,2010,Australian Grand Prix,michael_schumacher,mercedes,3,7,10,10,1,58,+1:09.391,5685922,58,4,1:29.185,214.058,Finished
35,2010,Australian Grand Prix,alguersuari,toro_rosso,17,17,11,11,0,58,+1:11.301,5687832,49,11,1:29.713,212.798,Finished
36,2010,Australian Grand Prix,rosa,sauber,22,14,12,12,0,58,+1:14.084,5690615,54,12,1:30.587,210.745,Finished
37,2010,Australian Grand Prix,kovalainen,lotus_racing,19,19,13,13,0,56,,,52,14,1:33.638,203.878,+2 Laps
38,2010,Australian Grand Prix,chandhok,hrt,20,22,14,14,0,53,,,48,16,1:35.045,200.860,+5 Laps
39,2010,Australian Grand Prix,glock,virgin,24,23,15,R,0,41,,,37,15,1:34.230,202.597,Suspension
40,2010,Australian Grand Prix,grassi,virgin,25,24,16,R,0,26,,,17,17,1:36.607,197.613,Hydraulics
41,2010,Australian Grand Prix,vettel,red_bull,5,1,17,R,0,25,,,22,13,1:31.556,208.515,Wheel
42,2010,Australian Grand Prix,sutil,force_india,14,10,18,R,0,9,,,6,19,1:43.223,184.947,Engine
43,2010,Australian Grand Prix,petrov,renault,12,18,19,R,0,9,,,6,18,1:43.132,185.110,Spun off
44,2010,Australian Grand Prix,bruno_senna,hrt,21,21,20,R,0,4,,,4,20,2:27.276,129.626,Hydraulics
45,2010,Australian Grand Prix,buemi,toro_rosso,16,12,21,R,0,0,,,,,,,Collision
46,2010,Australian Grand Prix,hulkenberg,williams,10,15,22,R,0,0,,,,,,,Collision
47,2010,Australian Grand Prix,kobayashi,sauber,23,16,23,R,0,0,,,,,,,Collision
48,2010,Australian Grand Prix,trulli,lotus_racing,18,20,24,W,0,0,,,,,,,Hydraulics
49,2010,Malaysian Grand Prix,vettel,red_bull,5,3,1,1,25,56,1:33:48.412,5628412,53,6,1:37.813,204.009,Finished
50,2010,Malaysian Grand Prix,webber,red_bull,6,1,2,2,18,56,+4.849,5633261,53,1,1:37.054,205.605,Finished
51,2010,Malaysian Grand Prix,rosberg,mercedes,4,2,3,3,15,56,+13.504,5641916,53,8,1:38.129,203.352,Finished
52,2010,Malaysian Grand Prix,kubica,renault,11,6,4,4,12,56,+18.589,5647001,55,7,1:38.074,203.466,Finished
53,2010,Malaysian Grand Prix,sutil,force_india,14,4,5,5,10,56,+21.059,5649471,55,9,1:38.160,203.288,Finished
54,2010,Malaysian Grand Prix,hamilton,mclaren,2,20,6,6,8,56,+23.471,5651883,32,4,1:37.745,204.151,Finished
55,2010,Malaysian Grand Prix,massa,ferrari,7,21,7,7,6,56,+27.068,5655480,48,5,1:37.784,204.070,Finished
56,2010,Malaysian Grand Prix,button,mclaren,1,17,8,8,4,56,+37.918,5666330,49,10,1:38.501,202.584,Finished
57,2010,Malaysian Grand Prix,alguersuari,toro_rosso,17,14,9,9,2,56,+1:10.602,5699014,44,13,1:39.489,200.572,Finished
58,2010,Malaysian Grand Prix,hulkenberg,williams,10,5,10,10,1,56,+1:13.399,5701811,51,11,1:39.124,201.311,Finished
59,2010,Malaysian Grand Prix,buemi,toro_rosso,16,13,11,11,0,56,+1:18.938,5707350,54,3,1:37.610,204.433,Finished
60,2010,Malaysian Grand Prix,barrichello,williams,9,7,12,12,0,55,,,46,12,1:39.428,200.695,+1 Lap
61,2010,Malaysian Grand Prix,alonso,ferrari,8,19,13,13,0,54,,,41,2,1:37.231,205.230,Engine
62,2010,Malaysian Grand Prix,grassi,virgin,25,24,14,14,0,53,,,28,18,1:43.224,193.315,+3 Laps
63,2010,Malaysian Grand Prix,chandhok,hrt,20,22,15,15,0,53,,,40,21,1:44.790,190.426,+3 Laps
64,2010,Malaysian Grand Prix,bruno_senna,hrt,21,23,16,16,0,52,,,39,22,1:45.334,189.443,+4 Laps
65,2010,Malaysian Grand Prix,trulli,lotus_racing,18,18,17,17,0,51,,,31,20,1:43.753,192.329,+5 Laps
66,2010,Malaysian Grand Prix,kovalainen,lotus_racing,19,15,18,N,0,46,,,44,17,1:42.701,194.299,+10 Laps
67,2010,Malaysian Grand Prix,petrov,renault,12,11,19,R,0,32,,,32,14,1:40.693,198.174,Gearbox
68,2010,Malaysian Grand Prix,liuzzi,force_india,15,10,20,R,0,12,,,9,16,1:42.594,194.502,Throttle
69,2010,Malaysian Grand Prix,michael_schumacher,mercedes,3,8,21,R,0,9,,,9,15,1:42.084,195.474,Wheel
70,2010,Malaysian Grand Prix,kobayashi,sauber,23,9,22,R,0,8,,,6,19,1:43.340,193.098,Engine
71,2010,Malaysian Grand Prix,glock,virgin,24,16,23,R,0,2,,,2,23,1:46.388,187.566,Spun off
72,2010,Malaysian Grand Prix,rosa,sauber,22,12,24,W,0,0,,,,,,,Engine
73,2010,Chinese Grand Prix,button,mclaren,1,5,1,1,25,56,1:46:42.163,6402163,14,4,1:42.886,190.731,Finished
74,2010,Chinese Grand Prix,hamilton,mclaren,2,6,2,2,18,56,+1.530,6403693,13,1,1:42.061,192.273,Finished
75,2010,Chinese Grand Prix,rosberg,mercedes,4,4,3,3,15,56,+9.484,6411647,14,5,1:43.245,190.068,Finished
76,2010,Chinese Grand Prix,alonso,ferrari,8,3,4,4,12,56,+11.869,6414032,14,9,1:44.134,188.445,Finished
77,2010,Chinese Grand Prix,kubica,renault,11,8,5,5,10,56,+22.213,6424376,14,6,1:43.630,189.362,Finished
78,2010,Chinese Grand Prix,vettel,red_bull,5,1,6,6,8,56,+33.310,6435473,14,2,1:42.358,191.715,Finished
79,2010,Chinese Grand Prix,petrov,renault,12,14,7,7,6,56,+47.600,6449763,14,8,1:43.801,189.050,Finished
80,2010,Chinese Grand Prix,webber,red_bull,6,2,8,8,4,56,+52.172,6454335,14,3,1:42.609,191.246,Finished
81,2010,Chinese Grand Prix,massa,ferrari,7,7,9,9,2,56,+57.796,6459959,14,13,1:44.594,187.616,Finished
82,2010,Chinese Grand Prix,michael_schumacher,mercedes,3,9,10,10,1,56,+1:01.749,6463912,14,10,1:44.298,188.149,Finished
83,2010,Chinese Grand Prix,sutil,force_india,14,10,11,11,0,56,+1:02.874,6465037,14,11,1:44.364,188.030,Finished
84,2010,Chinese Grand Prix,barrichello,williams,9,11,12,12,0,56,+1:03.665,6465828,17,14,1:45.559,185.901,Finished
85,2010,Chinese Grand Prix,alguersuari,toro_rosso,17,12,13,13,0,56,+1:11.416,6473579,14,7,1:43.755,189.134,Finished
86,2010,Chinese Grand Prix,kovalainen,lotus_racing,19,21,14,14,0,55,,,14,15,1:47.141,183.156,+1 Lap
87,2010,Chinese Grand Prix,hulkenberg,williams,10,16,15,15,0,55,,,13,12,1:44.549,187.697,+1 Lap
88,2010,Chinese Grand Prix,bruno_senna,hrt,21,23,16,16,0,54,,,16,17,1:48.216,181.337,+2 Laps
89,2010,Chinese Grand Prix,chandhok,hrt,20,24,17,17,0,52,,,15,18,1:48.788,180.383,+4 Laps
90,2010,Chinese Grand Prix,trulli,lotus_racing,18,20,18,R,0,26,,,14,19,1:49.675,178.925,Hydraulics
91,2010,Chinese Grand Prix,grassi,virgin,25,22,19,R,0,8,,,7,20,1:53.185,173.376,Clutch
92,2010,Chinese Grand Prix,rosa,sauber,22,17,20,R,0,7,,,6,16,1:47.739,182.140,Technical
93,2010,Chinese Grand Prix,buemi,toro_rosso,16,13,21,R,0,0,,,,,,,Accident
94,2010,Chinese Grand Prix,kobayashi,sauber,23,15,22,R,0,0,,,,,,,Accident
95,2010,Chinese Grand Prix,liuzzi,force_india,15,18,23,R,0,0,,,,,,,Accident
96,2010,Chinese Grand Prix,glock,virgin,24,19,24,W,0,0,,,,,,,Engine
97,2010,Spanish Grand Prix,webber,red_bull,6,1,1,1,25,66,1:35:44.101,5744101,62,2,1:24.828,197.552,Finished
98,2010,Spanish Grand Prix,alonso,ferrari,8,4,2,2,18,66,+24.065,5768166,57,3,1:24.846,197.510,Finished
99,2010,Spanish Grand Prix,vettel,red_bull,5,2,3,3,15,66,+51.338,5795439,56,5,1:25.176,196.745,Finished
100,2010,Spanish Grand Prix,michael_schumacher,mercedes,3,6,4,4,12,66,+1:02.195,5806296,64,10,1:25.529,195.933,Finished
101,2010,Spanish Grand Prix,button,mclaren,1,5,5,5,10,66,+1:03.728,5807829,64,4,1:25.166,196.768,Finished
102,2010,Spanish Grand Prix,massa,ferrari,7,9,6,6,8,66,+1:05.767,5809868,64,9,1:25.497,196.006,Finished
103,2010,Spanish Grand Prix,sutil,force_india,14,11,7,7,6,66,+1:12.941,5817042,65,13,1:25.845,195.212,Finished
104,2010,Spanish Grand Prix,kubica,renault,11,7,8,8,4,66,+1:13.677,5817778,66,7,1:25.466,196.077,Finished
105,2010,Spanish Grand Prix,barrichello,williams,9,17,9,9,2,65,,,59,12,1:25.728,195.478,+1 Lap
106,2010,Spanish Grand Prix,alguersuari,toro_rosso,17,15,10,10,1,65,,,63,11,1:25.655,195.645,+1 Lap
107,2010,Spanish Grand Prix,petrov,renault,12,19,11,11,0,65,,,63,8,1:25.470,196.068,+1 Lap
108,2010,Spanish Grand Prix,kobayashi,sauber,23,10,12,12,0,65,,,62,15,1:26.083,194.672,+1 Lap
109,2010,Spanish Grand Prix,rosberg,mercedes,4,8,13,13,0,65,,,50,6,1:25.455,196.103,+1 Lap
110,2010,Spanish Grand Prix,hamilton,mclaren,2,3,14,14,0,64,,,59,1,1:24.357,198.655,Puncture
111,2010,Spanish Grand Prix,liuzzi,force_india,15,16,15,15,0,64,,,63,14,1:25.924,195.032,Engine
112,2010,Spanish Grand Prix,hulkenberg,williams,10,13,16,16,0,64,,,63,17,1:26.863,192.924,+2 Laps
113,2010,Spanish Grand Prix,trulli,lotus_racing,18,18,17,17,0,63,,,56,18,1:29.564,187.106,+3 Laps
114,2010,Spanish Grand Prix,glock,virgin,24,22,18,18,0,63,,,60,19,1:29.776,186.664,+3 Laps
115,2010,Spanish Grand Prix,grassi,virgin,25,23,19,19,0,62,,,47,20,1:29.904,186.398,+4 Laps
116,2010,Spanish Grand Prix,buemi,toro_rosso,16,14,20,R,0,42,,,41,16,1:26.724,193.233,Hydraulics
117,2010,Spanish Grand Prix,chandhok,hrt,20,24,21,R,0,27,,,26,22,1:32.041,182.071,Suspension
118,2010,Spanish Grand Prix,rosa,sauber,22,12,22,R,0,18,,,9,21,1:30.411,185.353,Collision
119,2010,Spanish Grand Prix,bruno_senna,hrt,21,21,23,R,0,0,,,,,,,Accident
120,2010,Spanish Grand Prix,kovalainen,lotus_racing,19,20,24,W,0,0,,,,,,,Gearbox
121,2010,Monaco Grand Prix,webber,red_bull,6,1,1,1,25,78,1:50:13.355,6613355,63,2,1:15.318,159.643,Finished
122,2010,Monaco Grand Prix,vettel,red_bull,5,3,2,2,18,78,+0.448,6613803,71,1,1:15.192,159.910,Finished
123,2010,Monaco Grand Prix,kubica,renault,11,2,3,3,15,78,+1.675,6615030,72,3,1:15.353,159.568,Finished
124,2010,Monaco Grand Prix,massa,ferrari,7,4,4,4,12,78,+2.666,6616021,68,4,1:15.503,159.251,Finished
125,2010,Monaco Grand Prix,hamilton,mclaren,2,5,5,5,10,78,+4.363,6617718,68,10,1:16.219,157.755,Finished
126,2010,Monaco Grand Prix,alonso,ferrari,8,24,6,6,8,78,+6.341,6619696,73,6,1:15.905,158.408,Finished
127,2010,Monaco Grand Prix,rosberg,mercedes,4,6,7,7,6,78,+6.651,6620006,65,7,1:15.959,158.295,Finished
128,2010,Monaco Grand Prix,sutil,force_india,14,12,8,8,4,78,+6.970,6620325,72,8,1:15.963,158.287,Finished
129,2010,Monaco Grand Prix,liuzzi,force_india,15,10,9,9,2,78,+7.305,6620660,72,9,1:16.142,157.915,Finished
130,2010,Monaco Grand Prix,buemi,toro_rosso,16,13,10,10,1,78,+8.199,6621554,68,13,1:16.493,157.190,Finished
131,2010,Monaco Grand Prix,alguersuari,toro_rosso,17,17,11,11,0,78,+9.135,6622490,73,11,1:16.381,157.421,Finished
132,2010,Monaco Grand Prix,michael_schumacher,mercedes,3,7,12,12,0,78,+5.712,6619067,71,5,1:15.580,159.089,Finished
133,2010,Monaco Grand Prix,petrov,renault,12,14,13,13,0,73,,,60,12,1:16.405,157.371,Brakes
134,2010,Monaco Grand Prix,chandhok,hrt,20,23,14,14,0,70,,,69,19,1:19.553,151.144,Collision
135,2010,Monaco Grand Prix,trulli,lotus_racing,18,19,15,15,0,70,,,69,18,1:19.340,151.550,Collision
136,2010,Monaco Grand Prix,kovalainen,lotus_racing,19,18,16,R,0,58,,,57,14,1:18.401,153.365,Steering
137,2010,Monaco Grand Prix,bruno_senna,hrt,21,22,17,R,0,58,,,58,20,1:20.130,150.056,Hydraulics
138,2010,Monaco Grand Prix,barrichello,williams,9,9,18,R,0,30,,,22,16,1:19.074,152.060,Suspension
139,2010,Monaco Grand Prix,kobayashi,sauber,23,16,19,R,0,26,,,24,15,1:18.775,152.637,Gearbox
140,2010,Monaco Grand Prix,grassi,virgin,25,21,20,R,0,25,,,19,22,1:22.255,146.179,Wheel
141,2010,Monaco Grand Prix,glock,virgin,24,20,21,R,0,22,,,11,21,1:20.775,148.857,Track rod
142,2010,Monaco Grand Prix,rosa,sauber,22,15,22,R,0,21,,,21,17,1:19.270,151.684,Hydraulics
143,2010,Monaco Grand Prix,button,mclaren,1,8,23,R,0,2,,,2,23,2:14.285,89.540,Engine
144,2010,Monaco Grand Prix,hulkenberg,williams,10,11,24,R,0,0,,,,,,,Front wing
145,2010,Turkish Grand Prix,hamilton,mclaren,2,2,1,1,25,58,1:28:47.620,5327620,54,12,1:30.075,213.342,Finished
146,2010,Turkish Grand Prix,button,mclaren,1,4,2,2,18,58,+2.645,5330265,42,7,1:29.895,213.769,Finished
147,2010,Turkish Grand Prix,webber,red_bull,6,1,3,3,15,58,+24.285,5351905,54,2,1:29.195,215.447,Finished
148,2010,Turkish Grand Prix,michael_schumacher,mercedes,3,5,4,4,12,58,+31.110,5358730,53,6,1:29.810,213.971,Finished
149,2010,Turkish Grand Prix,rosberg,mercedes,4,6,5,5,10,58,+32.266,5359886,52,9,1:29.977,213.574,Finished
150,2010,Turkish Grand Prix,kubica,renault,11,7,6,6,8,58,+32.824,5360444,57,4,1:29.580,214.521,Finished
151,2010,Turkish Grand Prix,massa,ferrari,7,8,7,7,6,58,+36.635,5364255,58,10,1:29.996,213.529,Finished
152,2010,Turkish Grand Prix,alonso,ferrari,8,12,8,8,4,58,+46.544,5374164,56,11,1:30.011,213.493,Finished
153,2010,Turkish Grand Prix,sutil,force_india,14,11,9,9,2,58,+49.029,5376649,55,8,1:29.959,213.617,Finished
154,2010,Turkish Grand Prix,kobayashi,sauber,23,10,10,10,1,58,+1:05.650,5393270,42,16,1:30.891,211.426,Finished
155,2010,Turkish Grand Prix,rosa,sauber,22,13,11,11,0,58,+1:05.944,5393564,50,14,1:30.421,212.525,Finished
156,2010,Turkish Grand Prix,alguersuari,toro_rosso,17,16,12,12,0,58,+1:07.800,5395420,50,3,1:29.535,214.628,Finished
157,2010,Turkish Grand Prix,liuzzi,force_india,15,18,13,13,0,57,,,53,18,1:31.421,210.201,+1 Lap
158,2010,Turkish Grand Prix,barrichello,williams,9,15,14,14,0,57,,,53,17,1:30.933,211.329,+1 Lap
159,2010,Turkish Grand Prix,petrov,renault,12,9,15,15,0,57,,,57,1,1:29.165,215.519,+1 Lap
160,2010,Turkish Grand Prix,buemi,toro_rosso,16,14,16,16,0,57,,,57,5,1:29.588,214.501,+1 Lap
161,2010,Turkish Grand Prix,hulkenberg,williams,10,17,17,17,0,57,,,51,15,1:30.620,212.059,+1 Lap
162,2010,Turkish Grand Prix,glock,virgin,24,21,18,18,0,55,,,48,19,1:32.265,208.278,+3 Laps
163,2010,Turkish Grand Prix,grassi,virgin,25,23,19,19,0,55,,,55,20,1:33.257,206.062,+3 Laps
164,2010,Turkish Grand Prix,chandhok,hrt,20,24,20,20,0,52,,,37,24,1:34.585,203.169,Fuel pump
165,2010,Turkish Grand Prix,bruno_senna,hrt,21,22,21,R,0,46,,,35,21,1:34.247,203.898,Fuel pressure
166,2010,Turkish Grand Prix,vettel,red_bull,5,3,22,R,0,39,,,37,13,1:30.181,213.091,Collision
167,2010,Turkish Grand Prix,kovalainen,lotus_racing,19,20,23,R,0,33,,,26,22,1:34.363,203.647,Hydraulics
168,2010,Turkish Grand Prix,trulli,lotus_racing,18,19,24,R,0,32,,,26,23,1:34.463,203.432,Hydraulics
169,2010,Canadian Grand Prix,hamilton,mclaren,2,1,1,1,25,70,1:33:53.456,5633456,62,2,1:17.806,201.778,Finished
170,2010,Canadian Grand Prix,button,mclaren,1,4,2,2,18,70,+2.254,5635710,66,4,1:18.144,200.906,Finished
171,2010,Canadian Grand Prix,alonso,ferrari,8,3,3,3,15,70,+9.214,5642670,44,6,1:18.207,200.744,Finished
172,2010,Canadian Grand Prix,vettel,red_bull,5,2,4,4,12,70,+37.817,5671273,62,8,1:18.417,200.206,Finished
173,2010,Canadian Grand Prix,webber,red_bull,6,7,5,5,10,70,+39.291,5672747,62,5,1:18.148,200.895,Finished
174,2010,Canadian Grand Prix,rosberg,mercedes,4,10,6,6,8,70,+56.084,5689540,68,3,1:17.832,201.711,Finished
175,2010,Canadian Grand Prix,kubica,renault,11,8,7,7,6,70,+57.300,5690756,67,1,1:16.972,203.965,Finished
176,2010,Canadian Grand Prix,buemi,toro_rosso,16,15,8,8,4,69,,,39,15,1:19.784,196.776,+1 Lap
177,2010,Canadian Grand Prix,liuzzi,force_india,15,5,9,9,2,69,,,66,11,1:19.349,197.855,+1 Lap
178,2010,Canadian Grand Prix,sutil,force_india,14,9,10,10,1,69,,,68,13,1:19.530,197.404,+1 Lap
179,2010,Canadian Grand Prix,michael_schumacher,mercedes,3,13,11,11,0,69,,,44,14,1:19.577,197.288,+1 Lap
180,2010,Canadian Grand Prix,alguersuari,toro_rosso,17,16,12,12,0,69,,,69,16,1:19.842,196.633,+1 Lap
181,2010,Canadian Grand Prix,hulkenberg,williams,10,12,13,13,0,69,,,64,9,1:18.912,198.950,+1 Lap
182,2010,Canadian Grand Prix,barrichello,williams,9,11,14,14,0,69,,,65,10,1:19.175,198.289,+1 Lap
183,2010,Canadian Grand Prix,massa,ferrari,7,6,15,15,0,69,,,45,7,1:18.325,200.441,+1 Lap
184,2010,Canadian Grand Prix,kovalainen,lotus_racing,19,19,16,16,0,68,,,65,18,1:20.654,194.653,+2 Laps
185,2010,Canadian Grand Prix,petrov,renault,12,14,17,17,0,68,,,58,12,1:19.453,197.596,+2 Laps
186,2010,Canadian Grand Prix,chandhok,hrt,20,24,18,18,0,66,,,47,21,1:21.884,191.729,+4 Laps
187,2010,Canadian Grand Prix,grassi,virgin,25,23,19,19,0,65,,,49,22,1:21.937,191.605,+5 Laps
188,2010,Canadian Grand Prix,glock,virgin,24,21,20,R,0,55,,,43,20,1:21.669,192.234,Mechanical
189,2010,Canadian Grand Prix,trulli,lotus_racing,18,20,21,R,0,47,,,38,19,1:20.791,194.323,Brakes
190,2010,Canadian Grand Prix,rosa,sauber,22,17,22,R,0,31,,,21,17,1:20.574,194.846,Engine
191,2010,Canadian Grand Prix,bruno_senna,hrt,21,22,23,R,0,14,,,5,23,1:24.524,185.741,Hydraulics
192,2010,Canadian Grand Prix,kobayashi,sauber,23,18,24,R,0,1,,,,,,,Accident
193,2010,European Grand Prix,vettel,red_bull,5,1,1,1,25,57,1:40:29.571,6029571,52,3,1:39.141,196.774,Finished
194,2010,European Grand Prix,hamilton,mclaren,2,3,2,2,18,57,+5.042,6034613,56,4,1:39.156,196.744,Finished
195,2010,European Grand Prix,button,mclaren,1,7,3,3,15,57,+12.658,6042229,54,1,1:38.766,197.521,Finished
196,2010,European Grand Prix,barrichello,williams,9,9,4,4,12,57,+25.627,6055198,56,5,1:39.489,196.085,Finished
197,2010,European Grand Prix,kubica,renault,11,6,5,5,10,57,+27.122,6056693,55,7,1:39.542,195.981,Finished
198,2010,European Grand Prix,sutil,force_india,14,13,6,6,8,57,+30.168,6059739,52,8,1:39.803,195.469,Finished
199,2010,European Grand Prix,kobayashi,sauber,23,18,7,7,6,57,+30.965,6060536,57,6,1:39.517,196.030,Finished
200,2010,European Grand Prix,alonso,ferrari,8,4,8,8,4,57,+32.809,6062380,50,10,1:39.889,195.300,Finished
201,2010,European Grand Prix,buemi,toro_rosso,16,11,9,9,2,57,+36.299,6065870,53,11,1:40.084,194.920,Finished
202,2010,European Grand Prix,rosberg,mercedes,4,12,10,10,1,57,+44.382,6073953,57,9,1:39.878,195.322,Finished
203,2010,European Grand Prix,massa,ferrari,7,5,11,11,0,57,+46.621,6076192,52,13,1:40.208,194.679,Finished
204,2010,European Grand Prix,rosa,sauber,22,16,12,12,0,57,+47.414,6076985,56,16,1:40.430,194.248,Finished
205,2010,European Grand Prix,alguersuari,toro_rosso,17,17,13,13,0,57,+48.239,6077810,55,15,1:40.327,194.448,Finished
206,2010,European Grand Prix,petrov,renault,12,10,14,14,0,57,+48.287,6077858,57,12,1:40.100,194.889,Finished
207,2010,European Grand Prix,michael_schumacher,mercedes,3,15,15,15,0,57,+48.826,6078397,53,2,1:38.968,197.118,Finished
208,2010,European Grand Prix,liuzzi,force_india,15,14,16,16,0,57,+50.890,6080461,52,14,1:40.305,194.490,Finished
209,2010,European Grand Prix,grassi,virgin,25,21,17,17,0,56,,,45,20,1:42.414,190.485,+1 Lap
210,2010,European Grand Prix,chandhok,hrt,20,23,18,18,0,55,,,51,22,1:43.820,187.905,+2 Laps
211,2010,European Grand Prix,glock,virgin,24,22,19,19,0,55,,,48,19,1:42.319,190.662,+2 Laps
212,2010,European Grand Prix,bruno_senna,hrt,21,24,20,20,0,55,,,55,21,1:42.927,189.536,+2 Laps
213,2010,European Grand Prix,trulli,lotus_racing,18,19,21,21,0,53,,,53,18,1:41.770,191.691,+4 Laps
214,2010,European Grand Prix,hulkenberg,williams,10,8,22,R,0,49,,,46,17,1:40.790,193.554,Exhaust
215,2010,European Grand Prix,kovalainen,lotus_racing,19,20,23,R,0,8,,,8,24,1:46.130,183.816,Collision
216,2010,European Grand Prix,webber,red_bull,6,2,24,R,0,8,,,5,23,1:44.064,187.465,Collision
217,2010,British Grand Prix,webber,red_bull,6,2,1,1,25,52,1:24:38.200,5078200,45,4,1:32.364,229.608,Finished
218,2010,British Grand Prix,hamilton,mclaren,2,4,2,2,18,52,+1.360,5079560,43,6,1:32.758,228.633,Finished
219,2010,British Grand Prix,rosberg,mercedes,4,5,3,3,15,52,+21.307,5099507,50,7,1:32.952,228.156,Finished
220,2010,British Grand Prix,button,mclaren,1,14,4,4,12,52,+21.986,5100186,52,9,1:33.003,228.031,Finished
221,2010,British Grand Prix,barrichello,williams,9,8,5,5,10,52,+31.456,5109656,50,11,1:33.615,226.540,Finished
222,2010,British Grand Prix,kobayashi,sauber,23,12,6,6,8,52,+32.171,5110371,52,10,1:33.558,226.678,Finished
223,2010,British Grand Prix,vettel,red_bull,5,1,7,7,6,52,+36.734,5114934,52,3,1:31.967,230.600,Finished
224,2010,British Grand Prix,sutil,force_india,14,11,8,8,4,52,+40.932,5119132,42,16,1:34.337,224.806,Finished
225,2010,British Grand Prix,michael_schumacher,mercedes,3,10,9,9,2,52,+41.599,5119799,47,15,1:34.171,225.203,Finished
226,2010,British Grand Prix,hulkenberg,williams,10,13,10,10,1,52,+42.012,5120212,48,13,1:33.989,225.639,Finished
227,2010,British Grand Prix,liuzzi,force_india,15,20,11,11,0,52,+42.459,5120659,51,14,1:34.018,225.569,Finished
