driverStandingsId,year,round,driverId,points,position,positionText,wins
3868,2018,11,vandoorne,8,16,16,0
3869,2018,11,ericsson,5,17,17,0
3870,2018,11,stroll,4,18,18,0
3871,2018,11,brendon_hartley,2,19,19,0
3872,2018,11,sirotkin,0,20,20,0
3873,2018,12,hamilton,213,1,1,5
3874,2018,12,vettel,189,2,2,4
3875,2018,12,raikkonen,146,3,3,0
3876,2018,12,bottas,132,4,4,0
3877,2018,12,ricciardo,118,5,5,2
3878,2018,12,max_verstappen,105,6,6,1
3879,2018,12,hulkenberg,52,7,7,0
3880,2018,12,kevin_magnussen,45,8,8,0
3881,2018,12,alonso,44,9,9,0
3882,2018,12,perez,30,10,10,0
3883,2018,12,sainz,30,11,11,0
3884,2018,12,ocon,29,12,12,0
3885,2018,12,gasly,26,13,13,0
3886,2018,12,grosjean,21,14,14,0
3887,2018,12,leclerc,13,15,15,0
3888,2018,12,vandoorne,8,16,16,0
3889,2018,12,ericsson,5,17,17,0
3890,2018,12,stroll,4,18,18,0
3891,2018,12,brendon_hartley,2,19,19,0
3892,2018,12,sirotkin,0,20,20,0
3893,2018,13,hamilton,231,1,1,5
3894,2018,13,vettel,214,2,2,5
3895,2018,13,raikkonen,146,3,3,0
3896,2018,13,bottas,144,4,4,0
3897,2018,13,max_verstappen,120,5,5,1
3898,2018,13,ricciardo,118,6,6,2
3899,2018,13,hulkenberg,52,7,7,0
3900,2018,13,kevin_magnussen,49,8,8,0
3901,2018,13,alonso,44,9,9,0
3902,2018,13,perez,40,10,10,0
3903,2018,13,ocon,37,11,11,0
3904,2018,13,sainz,30,12,12,0
3905,2018,13,gasly,28,13,13,0
3906,2018,13,grosjean,27,14,14,0
3907,2018,13,leclerc,13,15,15,0
3908,2018,13,vandoorne,8,16,16,0
3909,2018,13,ericsson,6,17,17,0
3910,2018,13,stroll,4,18,18,0
3911,2018,13,brendon_hartley,2,19,19,0
3912,2018,13,sirotkin,0,20,20,0
3913,2018,14,hamilton,256,1,1,6
3914,2018,14,vettel,226,2,2,5
3915,2018,14,raikkonen,164,3,3,0
3916,2018,14,bottas,159,4,4,0
3917,2018,14,max_verstappen,130,5,5,1
3918,2018,14,ricciardo,118,6,6,2
3919,2018,14,hulkenberg,52,7,7,0
3920,2018,14,kevin_magnussen,49,8,8,0
3921,2018,14,perez,46,9,9,0
3922,2018,14,ocon,45,10,10,0
3923,2018,14,alonso,44,11,11,0
3924,2018,14,sainz,34,12,12,0
3925,2018,14,gasly,28,13,13,0
3926,2018,14,grosjean,27,14,14,0
3927,2018,14,leclerc,13,15,15,0
3928,2018,14,vandoorne,8,16,16,0
3929,2018,14,stroll,6,17,17,0
3930,2018,14,ericsson,6,18,18,0
3931,2018,14,brendon_hartley,2,19,19,0
3932,2018,14,sirotkin,1,20,20,0
3933,2018,15,hamilton,281,1,1,7
3934,2018,15,vettel,241,2,2,5
3935,2018,15,raikkonen,174,3,3,0
3936,2018,15,bottas,171,4,4,0
3937,2018,15,max_verstappen,148,5,5,1
3938,2018,15,ricciardo,126,6,6,2
3939,2018,15,hulkenberg,53,7,7,0
3940,2018,15,alonso,50,8,8,0
3941,2018,15,kevin_magnussen,49,9,9,0
3942,2018,15,perez,46,10,10,0
3943,2018,15,ocon,45,11,11,0
3944,2018,15,sainz,38,12,12,0
3945,2018,15,gasly,28,13,13,0
3946,2018,15,grosjean,27,14,14,0
3947,2018,15,leclerc,15,15,15,0
3948,2018,15,vandoorne,8,16,16,0
3949,2018,15,stroll,6,17,17,0
3950,2018,15,ericsson,6,18,18,0
3951,2018,15,brendon_hartley,2,19,19,0
3952,2018,15,sirotkin,1,20,20,0
3953,2018,16,hamilton,306,1,1,8
3954,2018,16,vettel,256,2,2,5
3955,2018,16,bottas,189,3,3,0
3956,2018,16,raikkonen,186,4,4,0
3957,2018,16,max_verstappen,158,5,5,1
3958,2018,16,ricciardo,134,6,6,2
3959,2018,16,kevin_magnussen,53,7,7,0
3960,2018,16,hulkenberg,53,8,8,0
3961,2018,16,alonso,50,9,9,0
3962,2018,16,perez,47,10,10,0
3963,2018,16,ocon,47,11,11,0
3964,2018,16,sainz,38,12,12,0
3965,2018,16,gasly,28,13,13,0
3966,2018,16,grosjean,27,14,14,0
3967,2018,16,leclerc,21,15,15,0
3968,2018,16,vandoorne,8,16,16,0
3969,2018,16,stroll,6,17,17,0
3970,2018,16,ericsson,6,18,18,0
3971,2018,16,brendon_hartley,2,19,19,0
3972,2018,16,sirotkin,1,20,20,0
3973,2018,17,hamilton,331,1,1,9
3974,2018,17,vettel,264,2,2,5
3975,2018,17,bottas,207,3,3,0
3976,2018,17,raikkonen,196,4,4,0
3977,2018,17,max_verstappen,173,5,5,1
3978,2018,17,ricciardo,146,6,6,2
3979,2018,17,perez,53,7,7,0
3980,2018,17,kevin_magnussen,53,8,8,0
3981,2018,17,hulkenberg,53,9,9,0
3982,2018,17,alonso,50,10,10,0
3983,2018,17,ocon,49,11,11,0
3984,2018,17,sainz,39,12,12,0
3985,2018,17,grosjean,31,13,13,0
3986,2018,17,gasly,28,14,14,0
3987,2018,17,leclerc,21,15,15,0
3988,2018,17,vandoorne,8,16,16,0
3989,2018,17,stroll,6,17,17,0
3990,2018,17,ericsson,6,18,18,0
3991,2018,17,brendon_hartley,2,19,19,0
3992,2018,17,sirotkin,1,20,20,0
3993,2018,18,hamilton,346,1,1,9
3994,2018,18,vettel,276,2,2,5
3995,2018,18,raikkonen,221,3,3,1
3996,2018,18,bottas,217,4,4,0
3997,2018,18,max_verstappen,191,5,5,1
3998,2018,18,ricciardo,146,6,6,2
3999,2018,18,hulkenberg,61,7,7,0
4000,2018,18,perez,57,8,8,0
4001,2018,18,kevin_magnussen,53,9,9,0
4002,2018,18,alonso,50,10,10,0
4003,2018,18,ocon,49,11,11,0
4004,2018,18,sainz,45,12,12,0
4005,2018,18,grosjean,31,13,13,0
4006,2018,18,gasly,28,14,14,0
4007,2018,18,leclerc,21,15,15,0
4008,2018,18,vandoorne,8,16,16,0
4009,2018,18,ericsson,7,17,17,0
4010,2018,18,stroll,6,18,18,0
4011,2018,18,brendon_hartley,4,19,19,0
4012,2018,18,sirotkin,1,20,20,0
4013,2018,19,hamilton,358,1,1,9
4014,2018,19,vettel,294,2,2,5
4015,2018,19,raikkonen,236,3,3,1
4016,2018,19,bottas,227,4,4,0
4017,2018,19,max_verstappen,216,5,5,2
4018,2018,19,ricciardo,146,6,6,2
4019,2018,19,hulkenberg,69,7,7,0
4020,2018,19,perez,57,8,8,0
4021,2018,19,kevin_magnussen,53,9,9,0
4022,2018,19,alonso,50,10,10,0
4023,2018,19,ocon,49,11,11,0
4024,2018,19,sainz,45,12,12,0
4025,2018,19,grosjean,31,13,13,0
4026,2018,19,gasly,29,14,14,0
4027,2018,19,leclerc,27,15,15,0
4028,2018,19,vandoorne,12,16,16,0
4029,2018,19,ericsson,9,17,17,0
4030,2018,19,stroll,6,18,18,0
4031,2018,19,brendon_hartley,4,19,19,0
4032,2018,19,sirotkin,1,20,20,0
4033,2018,20,hamilton,383,1,1,10
4034,2018,20,vettel,302,2,2,5
4035,2018,20,raikkonen,251,3,3,1
4036,2018,20,bottas,237,4,4,0
4037,2018,20,max_verstappen,234,5,5,2
4038,2018,20,ricciardo,158,6,6,2
4039,2018,20,hulkenberg,69,7,7,0
4040,2018,20,perez,58,8,8,0
4041,2018,20,kevin_magnussen,55,9,9,0
4042,2018,20,alonso,50,10,10,0
4043,2018,20,ocon,49,11,11,0
4044,2018,20,sainz,45,12,12,0
4045,2018,20,grosjean,35,13,13,0
4046,2018,20,leclerc,33,14,14,0
4047,2018,20,gasly,29,15,15,0
4048,2018,20,vandoorne,12,16,16,0
4049,2018,20,ericsson,9,17,17,0
4050,2018,20,stroll,6,18,18,0
4051,2018,20,brendon_hartley,4,19,19,0
4052,2018,20,sirotkin,1,20,20,0
4053,2018,21,hamilton,408,1,1,11
4054,2018,21,vettel,320,2,2,5
4055,2018,21,raikkonen,251,3,3,1
4056,2018,21,max_verstappen,249,4,4,2
4057,2018,21,bottas,247,5,5,0
4058,2018,21,ricciardo,170,6,6,2
4059,2018,21,hulkenberg,69,7,7,0
4060,2018,21,perez,62,8,8,0
4061,2018,21,kevin_magnussen,56,9,9,0
4062,2018,21,sainz,53,10,10,0
4063,2018,21,alonso,50,11,11,0
4064,2018,21,ocon,49,12,12,0
4065,2018,21,leclerc,39,13,13,0
4066,2018,21,grosjean,37,14,14,0
4067,2018,21,gasly,29,15,15,0
4068,2018,21,vandoorne,12,16,16,0
4069,2018,21,ericsson,9,17,17,0
4070,2018,21,stroll,6,18,18,0
4071,2018,21,brendon_hartley,4,19,19,0
4072,2018,21,sirotkin,1,20,20,0
4073,2019,1,bottas,26,1,1,1
4074,2019,1,hamilton,18,2,2,0
4075,2019,1,max_verstappen,15,3,3,0
4076,2019,1,vettel,12,4,4,0
4077,2019,1,leclerc,10,5,5,0
4078,2019,1,kevin_magnussen,8,6,6,0
4079,2019,1,hulkenberg,6,7,7,0
4080,2019,1,raikkonen,4,8,8,0
4081,2019,1,stroll,2,9,9,0
4082,2019,1,kvyat,1,10,10,0
4083,2019,1,gasly,0,11,11,0
4084,2019,1,norris,0,12,12,0
4085,2019,1,perez,0,13,13,0
4086,2019,1,albon,0,14,14,0
4087,2019,1,giovinazzi,0,15,15,0
4088,2019,1,russell,0,16,16,0
4089,2019,1,kubica,0,17,17,0
4090,2019,1,grosjean,0,18,18,0
4091,2019,1,ricciardo,0,19,19,0
4092,2019,1,sainz,0,20,20,0
4093,2019,2,bottas,44,1,1,1
4094,2019,2,hamilton,43,2,2,1
4095,2019,2,max_verstappen,27,3,3,0
4096,2019,2,leclerc,26,4,4,0
4097,2019,2,vettel,22,5,5,0
4098,2019,2,raikkonen,10,6,6,0
4099,2019,2,norris,8,7,7,0
4100,2019,2,kevin_magnussen,8,8,8,0
4101,2019,2,hulkenberg,6,9,9,0
4102,2019,2,gasly,4,10,10,0
4103,2019,2,albon,2,11,11,0
4104,2019,2,stroll,2,12,12,0
4105,2019,2,kvyat,1,13,13,0
4106,2019,2,perez,1,14,14,0
4107,2019,2,giovinazzi,0,15,15,0
4108,2019,2,russell,0,16,16,0
4109,2019,2,kubica,0,17,17,0
4110,2019,2,ricciardo,0,18,18,0
4111,2019,2,grosjean,0,19,19,0
4112,2019,2,sainz,0,20,20,0
4113,2019,3,hamilton,68,1,1,2
4114,2019,3,bottas,62,2,2,1
4115,2019,3,max_verstappen,39,3,3,0
4116,2019,3,vettel,37,4,4,0
4117,2019,3,leclerc,36,5,5,0
4118,2019,3,gasly,13,6,6,0
4119,2019,3,raikkonen,12,7,7,0
4120,2019,3,norris,8,8,8,0
4121,2019,3,kevin_magnussen,8,9,9,0
4122,2019,3,hulkenberg,6,10,10,0
4123,2019,3,ricciardo,6,11,11,0
4124,2019,3,perez,5,12,12,0
4125,2019,3,albon,3,13,13,0
4126,2019,3,stroll,2,14,14,0
4127,2019,3,kvyat,1,15,15,0
4128,2019,3,giovinazzi,0,16,16,0
4129,2019,3,grosjean,0,17,17,0
4130,2019,3,sainz,0,18,18,0
4131,2019,3,russell,0,19,19,0
4132,2019,3,kubica,0,20,20,0
4133,2019,4,bottas,87,1,1,2
4134,2019,4,hamilton,86,2,2,2
4135,2019,4,vettel,52,3,3,0
4136,2019,4,max_verstappen,51,4,4,0
4137,2019,4,leclerc,47,5,5,0
4138,2019,4,perez,13,6,6,0
4139,2019,4,gasly,13,7,7,0
4140,2019,4,raikkonen,13,8,8,0
4141,2019,4,norris,12,9,9,0
4142,2019,4,kevin_magnussen,8,10,10,0
4143,2019,4,hulkenberg,6,11,11,0
4144,2019,4,sainz,6,12,12,0
4145,2019,4,ricciardo,6,13,13,0
4146,2019,4,stroll,4,14,14,0
4147,2019,4,albon,3,15,15,0
4148,2019,4,kvyat,1,16,16,0
4149,2019,4,giovinazzi,0,17,17,0
4150,2019,4,grosjean,0,18,18,0
4151,2019,4,russell,0,19,19,0
4152,2019,4,kubica,0,20,20,0
4153,2019,5,hamilton,112,1,1,3
4154,2019,5,bottas,105,2,2,2
4155,2019,5,max_verstappen,66,3,3,0
4156,2019,5,vettel,64,4,4,0
4157,2019,5,leclerc,57,5,5,0
4158,2019,5,gasly,21,6,6,0
4159,2019,5,kevin_magnussen,14,7,7,0
4160,2019,5,perez,13,8,8,0
4161,2019,5,raikkonen,13,9,9,0
4162,2019,5,norris,12,10,10,0
4163,2019,5,sainz,10,11,11,0
4164,2019,5,ricciardo,6,12,12,0
4165,2019,5,hulkenberg,6,13,13,0
4166,2019,5,stroll,4,14,14,0
4167,2019,5,albon,3,15,15,0
4168,2019,5,kvyat,3,16,16,0
4169,2019,5,grosjean,1,17,17,0
4170,2019,5,giovinazzi,0,18,18,0
4171,2019,5,russell,0,19,19,0
4172,2019,5,kubica,0,20,20,0
4173,2019,6,hamilton,137,1,1,4
4174,2019,6,bottas,120,2,2,2
4175,2019,6,vettel,82,3,3,0
4176,2019,6,max_verstappen,78,4,4,0
4177,2019,6,leclerc,57,5,5,0
4178,2019,6,gasly,32,6,6,0
4179,2019,6,sainz,18,7,7,0
4180,2019,6,kevin_magnussen,14,8,8,0
4181,2019,6,perez,13,9,9,0
4182,2019,6,raikkonen,13,10,10,0
4183,2019,6,norris,12,11,11,0
4184,2019,6,kvyat,9,12,12,0
4185,2019,6,ricciardo,8,13,13,0
4186,2019,6,albon,7,14,14,0
4187,2019,6,hulkenberg,6,15,15,0
4188,2019,6,stroll,4,16,16,0
4189,2019,6,grosjean,2,17,17,0
4190,2019,6,giovinazzi,0,18,18,0
4191,2019,6,russell,0,19,19,0
4192,2019,6,kubica,0,20,20,0
4193,2019,7,hamilton,162,1,1,5
4194,2019,7,bottas,133,2,2,2
4195,2019,7,vettel,100,3,3,0
4196,2019,7,max_verstappen,88,4,4,0
4197,2019,7,leclerc,72,5,5,0
4198,2019,7,gasly,36,6,6,0
4199,2019,7,sainz,18,7,7,0
4200,2019,7,ricciardo,16,8,8,0
4201,2019,7,kevin_magnussen,14,9,9,0
4202,2019,7,perez,13,10,10,0
4203,2019,7,raikkonen,13,11,11,0
4204,2019,7,norris,12,12,12,0
4205,2019,7,hulkenberg,12,13,13,0
4206,2019,7,kvyat,10,14,14,0
4207,2019,7,albon,7,15,15,0
4208,2019,7,stroll,6,16,16,0
4209,2019,7,grosjean,2,17,17,0
4210,2019,7,giovinazzi,0,18,18,0
4211,2019,7,russell,0,19,19,0
4212,2019,7,kubica,0,20,20,0
4213,2019,8,hamilton,187,1,1,6
4214,2019,8,bottas,151,2,2,2
4215,2019,8,vettel,111,3,3,0
4216,2019,8,max_verstappen,100,4,4,0
4217,2019,8,leclerc,87,5,5,0
4218,2019,8,gasly,37,6,6,0
4219,2019,8,sainz,26,7,7,0
4220,2019,8,raikkonen,19,8,8,0
4221,2019,8,ricciardo,16,9,9,0
4222,2019,8,hulkenberg,16,10,10,0
4223,2019,8,kevin_magnussen,14,11,11,0
4224,2019,8,norris,14,12,12,0
4225,2019,8,perez,13,13,13,0
4226,2019,8,kvyat,10,14,14,0
4227,2019,8,albon,7,15,15,0
4228,2019,8,stroll,6,16,16,0
4229,2019,8,grosjean,2,17,17,0
4230,2019,8,giovinazzi,0,18,18,0
4231,2019,8,russell,0,19,19,0
4232,2019,8,kubica,0,20,20,0
4233,2019,9,hamilton,197,1,1,6
4234,2019,9,bottas,166,2,2,2
4235,2019,9,max_verstappen,126,3,3,1
4236,2019,9,vettel,123,4,4,0
4237,2019,9,leclerc,105,5,5,0
4238,2019,9,gasly,43,6,6,0
4239,2019,9,sainz,30,7,7,0
4240,2019,9,norris,22,8,8,0
4241,2019,9,raikkonen,21,9,9,0
4242,2019,9,ricciardo,16,10,10,0
4243,2019,9,hulkenberg,16,11,11,0
4244,2019,9,kevin_magnussen,14,12,12,0
4245,2019,9,perez,13,13,13,0
4246,2019,9,kvyat,10,14,14,0
4247,2019,9,albon,7,15,15,0
4248,2019,9,stroll,6,16,16,0
4249,2019,9,grosjean,2,17,17,0
4250,2019,9,giovinazzi,1,18,18,0
4251,2019,9,russell,0,19,19,0
4252,2019,9,kubica,0,20,20,0
4253,2019,10,hamilton,223,1,1,7
4254,2019,10,bottas,184,2,2,2
4255,2019,10,max_verstappen,136,3,3,1
4256,2019,10,vettel,123,4,4,0
4257,2019,10,leclerc,120,5,5,0
4258,2019,10,gasly,55,6,6,0
4259,2019,10,sainz,38,7,7,0
4260,2019,10,raikkonen,25,8,8,0
4261,2019,10,norris,22,9,9,0
4262,2019,10,ricciardo,22,10,10,0
4263,2019,10,hulkenberg,17,11,11,0
4264,2019,10,kevin_magnussen,14,12,12,0
4265,2019,10,perez,13,13,13,0
4266,2019,10,kvyat,12,14,14,0
4267,2019,10,albon,7,15,15,0
4268,2019,10,stroll,6,16,16,0
4269,2019,10,grosjean,2,17,17,0
4270,2019,10,giovinazzi,1,18,18,0
4271,2019,10,russell,0,19,19,0
4272,2019,10,kubica,0,20,20,0
4273,2019,11,hamilton,225,1,1,7
4274,2019,11,bottas,184,2,2,2
4275,2019,11,max_verstappen,162,3,3,2
4276,2019,11,vettel,141,4,4,0
4277,2019,11,leclerc,120,5,5,0
4278,2019,11,gasly,55,6,6,0
4279,2019,11,sainz,48,7,7,0
4280,2019,11,kvyat,27,8,8,0
4281,2019,11,raikkonen,25,9,9,0
4282,2019,11,norris,22,10,10,0
4283,2019,11,ricciardo,22,11,11,0
4284,2019,11,stroll,18,12,12,0
4285,2019,11,kevin_magnussen,18,13,13,0
4286,2019,11,hulkenberg,17,14,14,0
4287,2019,11,albon,15,15,15,0
4288,2019,11,perez,13,16,16,0
4289,2019,11,grosjean,8,17,17,0
4290,2019,11,giovinazzi,1,18,18,0
4291,2019,11,kubica,1,19,19,0
4292,2019,11,russell,0,20,20,0
4293,2019,12,hamilton,250,1,1,8
4294,2019,12,bottas,188,2,2,2
4295,2019,12,max_verstappen,181,3,3,2
4296,2019,12,vettel,156,4,4,0
4297,2019,12,leclerc,132,5,5,0
4298,2019,12,gasly,63,6,6,0
4299,2019,12,sainz,58,7,7,0
4300,2019,12,raikkonen,31,8,8,0
4301,2019,12,kvyat,27,9,9,0
4302,2019,12,norris,24,10,10,0
4303,2019,12,ricciardo,22,11,11,0
4304,2019,12,stroll,18,12,12,0
4305,2019,12,kevin_magnussen,18,13,13,0
4306,2019,12,hulkenberg,17,14,14,0
4307,2019,12,albon,16,15,15,0
4308,2019,12,perez,13,16,16,0
4309,2019,12,grosjean,8,17,17,0
4310,2019,12,giovinazzi,1,18,18,0
4311,2019,12,kubica,1,19,19,0
4312,2019,12,russell,0,20,20,0
4313,2019,13,hamilton,268,1,1,8
4314,2019,13,bottas,203,2,2,2
4315,2019,13,max_verstappen,181,3,3,2
4316,2019,13,vettel,169,4,4,0
4317,2019,13,leclerc,157,5,5,1
4318,2019,13,gasly,65,6,6,0
4319,2019,13,sainz,58,7,7,0
4320,2019,13,kvyat,33,8,8,0
4321,2019,13,raikkonen,31,9,9,0
4322,2019,13,albon,26,10,10,0
4323,2019,13,norris,24,11,11,0
4324,2019,13,ricciardo,22,12,12,0
4325,2019,13,perez,21,13,13,0
4326,2019,13,hulkenberg,21,14,14,0
4327,2019,13,stroll,19,15,15,0
4328,2019,13,kevin_magnussen,18,16,16,0
4329,2019,13,grosjean,8,17,17,0
4330,2019,13,giovinazzi,1,18,18,0
4331,2019,13,kubica,1,19,19,0
4332,2019,13,russell,0,20,20,0
4333,2019,14,hamilton,284,1,1,8
4334,2019,14,bottas,221,2,2,2
4335,2019,14,max_verstappen,185,3,3,2
4336,2019,14,leclerc,182,4,4,2
4337,2019,14,vettel,169,5,5,0
4338,2019,14,gasly,65,6,6,0
4339,2019,14,sainz,58,7,7,0
4340,2019,14,ricciardo,34,8,8,0
4341,2019,14,albon,34,9,9,0
4342,2019,14,kvyat,33,10,10,0
4343,2019,14,hulkenberg,31,11,11,0
4344,2019,14,raikkonen,31,12,12,0
4345,2019,14,perez,27,13,13,0
4346,2019,14,norris,25,14,14,0
4347,2019,14,stroll,19,15,15,0
4348,2019,14,kevin_magnussen,18,16,16,0
4349,2019,14,grosjean,8,17,17,0
4350,2019,14,giovinazzi,3,18,18,0
4351,2019,14,kubica,1,19,19,0
4352,2019,14,russell,0,20,20,0
4353,2019,15,hamilton,296,1,1,8
4354,2019,15,bottas,231,2,2,2
4355,2019,15,leclerc,200,3,3,2
4356,2019,15,max_verstappen,200,4,4,2
4357,2019,15,vettel,194,5,5,1
4358,2019,15,gasly,69,6,6,0
4359,2019,15,sainz,58,7,7,0
4360,2019,15,albon,42,8,8,0
4361,2019,15,ricciardo,34,9,9,0
4362,2019,15,kvyat,33,10,10,0
4363,2019,15,hulkenberg,33,11,11,0
4364,2019,15,norris,31,12,12,0
4365,2019,15,raikkonen,31,13,13,0
4366,2019,15,perez,27,14,14,0
4367,2019,15,stroll,19,15,15,0
4368,2019,15,kevin_magnussen,18,16,16,0
4369,2019,15,grosjean,8,17,17,0
4370,2019,15,giovinazzi,4,18,18,0
4371,2019,15,kubica,1,19,19,0
4372,2019,15,russell,0,20,20,0
4373,2019,16,hamilton,322,1,1,9
4374,2019,16,bottas,249,2,2,2
4375,2019,16,leclerc,215,3,3,2
4376,2019,16,max_verstappen,212,4,4,2
4377,2019,16,vettel,194,5,5,1
4378,2019,16,gasly,69,6,6,0
4379,2019,16,sainz,66,7,7,0
4380,2019,16,albon,52,8,8,0
4381,2019,16,norris,35,9,9,0
4382,2019,16,ricciardo,34,10,10,0
4383,2019,16,hulkenberg,34,11,11,0
4384,2019,16,kvyat,33,12,12,0
4385,2019,16,perez,33,13,13,0
4386,2019,16,raikkonen,31,14,14,0
4387,2019,16,kevin_magnussen,20,15,15,0
4388,2019,16,stroll,19,16,16,0
4389,2019,16,grosjean,8,17,17,0
4390,2019,16,giovinazzi,4,18,18,0
4391,2019,16,kubica,1,19,19,0
4392,2019,16,russell,0,20,20,0
4393,2019,17,hamilton,338,1,1,9
4394,2019,17,bottas,274,2,2,3
4395,2019,17,leclerc,223,3,3,2
4396,2019,17,max_verstappen,212,4,4,2
4397,2019,17,vettel,212,5,5,1
4398,2019,17,sainz,76,6,6,0
4399,2019,17,gasly,75,7,7,0
4400,2019,17,albon,64,8,8,0
4401,2019,17,perez,37,9,9,0
4402,2019,17,norris,35,10,10,0
4403,2019,17,kvyat,34,11,11,0
4404,2019,17,ricciardo,34,12,12,0
4405,2019,17,hulkenberg,34,13,13,0
4406,2019,17,raikkonen,31,14,14,0
4407,2019,17,stroll,21,15,15,0
4408,2019,17,kevin_magnussen,20,16,16,0
4409,2019,17,grosjean,8,17,17,0
4410,2019,17,giovinazzi,4,18,18,0
4411,2019,17,kubica,1,19,19,0
4412,2019,17,russell,0,20,20,0
4413,2019,18,hamilton,363,1,1,10
4414,2019,18,bottas,289,2,2,3
4415,2019,18,leclerc,236,3,3,2
4416,2019,18,vettel,230,4,4,1
4417,2019,18,max_verstappen,220,5,5,2
4418,2019,18,gasly,77,6,6,0
4419,2019,18,sainz,76,7,7,0
4420,2019,18,albon,74,8,8,0
4421,2019,18,perez,43,9,9,0
4422,2019,18,ricciardo,38,10,10,0
4423,2019,18,hulkenberg,35,11,11,0
4424,2019,18,norris,35,12,12,0
4425,2019,18,kvyat,34,13,13,0
4426,2019,18,raikkonen,31,14,14,0
4427,2019,18,stroll,21,15,15,0
4428,2019,18,kevin_magnussen,20,16,16,0
4429,2019,18,grosjean,8,17,17,0
4430,2019,18,giovinazzi,4,18,18,0
4431,2019,18,kubica,1,19,19,0
4432,2019,18,russell,0,20,20,0
4433,2019,19,hamilton,381,1,1,10
4434,2019,19,bottas,314,2,2,4
4435,2019,19,leclerc,249,3,3,2
4436,2019,19,max_verstappen,235,4,4,2
4437,2019,19,vettel,230,5,5,1
4438,2019,19,albon,84,6,6,0
4439,2019,19,sainz,80,7,7,0
4440,2019,19,gasly,77,8,8,0
4441,2019,19,ricciardo,46,9,9,0
4442,2019,19,perez,44,10,10,0
4443,2019,19,norris,41,11,11,0
4444,2019,19,hulkenberg,37,12,12,0
4445,2019,19,kvyat,34,13,13,0
4446,2019,19,raikkonen,31,14,14,0
4447,2019,19,stroll,21,15,15,0
4448,2019,19,kevin_magnussen,20,16,16,0
4449,2019,19,grosjean,8,17,17,0
4450,2019,19,giovinazzi,4,18,18,0
4451,2019,19,kubica,1,19,19,0
4452,2019,19,russell,0,20,20,0
4453,2019,20,hamilton,387,1,1,10
4454,2019,20,bottas,314,2,2,4
4455,2019,20,max_verstappen,260,3,3,3
4456,2019,20,leclerc,249,4,4,2
4457,2019,20,vettel,230,5,5,1
4458,2019,20,gasly,95,6,6,0
4459,2019,20,sainz,95,7,7,0
4460,2019,20,albon,84,8,8,0
4461,2019,20,ricciardo,54,9,9,0
4462,2019,20,perez,46,10,10,0
4463,2019,20,norris,45,11,11,0
4464,2019,20,raikkonen,43,12,12,0
4465,2019,20,hulkenberg,37,13,13,0
4466,2019,20,kvyat,35,14,14,0
4467,2019,20,stroll,21,15,15,0
4468,2019,20,kevin_magnussen,20,16,16,0
4469,2019,20,giovinazzi,14,17,17,0
4470,2019,20,grosjean,8,18,18,0
4471,2019,20,kubica,1,19,19,0
4472,2019,20,russell,0,20,20,0
4473,2019,21,hamilton,413,1,1,11
4474,2019,21,bottas,326,2,2,4
4475,2019,21,max_verstappen,278,3,3,3
4476,2019,21,leclerc,264,4,4,2
4477,2019,21,vettel,240,5,5,1
4478,2019,21,sainz,96,6,6,0
4479,2019,21,gasly,95,7,7,0
4480,2019,21,albon,92,8,8,0
4481,2019,21,ricciardo,54,9,9,0
4482,2019,21,perez,52,10,10,0
4483,2019,21,norris,49,11,11,0
4484,2019,21,raikkonen,43,12,12,0
4485,2019,21,kvyat,37,13,13,0
4486,2019,21,hulkenberg,37,14,14,0
4487,2019,21,stroll,21,15,15,0
4488,2019,21,kevin_magnussen,20,16,16,0
4489,2019,21,giovinazzi,14,17,17,0
4490,2019,21,grosjean,8,18,18,0
4491,2019,21,kubica,1,19,19,0
4492,2019,21,russell,0,20,20,0
4493,2020,1,bottas,25,1,1,1
4494,2020,1,leclerc,18,2,2,0
4495,2020,1,norris,16,3,3,0
4496,2020,1,hamilton,12,4,4,0
4497,2020,1,sainz,10,5,5,0
4498,2020,1,perez,8,6,6,0
4499,2020,1,gasly,6,7,7,0
4500,2020,1,ocon,4,8,8,0
4501,2020,1,giovinazzi,2,9,9,0
4502,2020,1,vettel,1,10,10,0
4503,2020,1,latifi,0,11,11,0
4504,2020,1,kvyat,0,12,12,0
4505,2020,1,albon,0,13,13,0
4506,2020,1,raikkonen,0,14,14,0
4507,2020,1,russell,0,15,15,0
4508,2020,1,grosjean,0,16,16,0
4509,2020,1,kevin_magnussen,0,17,17,0
4510,2020,1,stroll,0,18,18,0
4511,2020,1,ricciardo,0,19,19,0
4512,2020,1,max_verstappen,0,20,20,0
4513,2020,2,bottas,43,1,1,1
4514,2020,2,hamilton,37,2,2,1
4515,2020,2,norris,26,3,3,0
4516,2020,2,leclerc,18,4,4,0
4517,2020,2,perez,16,5,5,0
4518,2020,2,max_verstappen,15,6,6,0
4519,2020,2,sainz,13,7,7,0
4520,2020,2,albon,12,8,8,0
4521,2020,2,gasly,6,9,9,0
4522,2020,2,stroll,6,10,10,0
4523,2020,2,ocon,4,11,11,0
4524,2020,2,ricciardo,4,12,12,0
4525,2020,2,giovinazzi,2,13,13,0
4526,2020,2,kvyat,1,14,14,0
4527,2020,2,vettel,1,15,15,0
4528,2020,2,latifi,0,16,16,0
4529,2020,2,raikkonen,0,17,17,0
4530,2020,2,kevin_magnussen,0,18,18,0
4531,2020,2,grosjean,0,19,19,0
