driverStandingsId,year,round,driverId,points,position,positionText,wins
3211,2017,1,giovinazzi,0,12,12,0
3212,2017,1,vandoorne,0,13,13,0
3213,2017,1,alonso,0,14,14,0
3214,2017,1,kevin_magnussen,0,15,15,0
3215,2017,1,stroll,0,16,16,0
3216,2017,1,ricciardo,0,17,17,0
3217,2017,1,ericsson,0,18,18,0
3218,2017,1,jolyon_palmer,0,19,19,0
3219,2017,1,grosjean,0,20,20,0
3220,2017,2,vettel,43,1,1,1
3221,2017,2,hamilton,43,2,2,1
3222,2017,2,max_verstappen,25,3,3,0
3223,2017,2,bottas,23,4,4,0
3224,2017,2,raikkonen,22,5,5,0
3225,2017,2,ricciardo,12,6,6,0
3226,2017,2,sainz,10,7,7,0
3227,2017,2,massa,8,8,8,0
3228,2017,2,perez,8,9,9,0
3229,2017,2,kevin_magnussen,4,10,10,0
3230,2017,2,kvyat,2,11,11,0
3231,2017,2,ocon,2,12,12,0
3232,2017,2,hulkenberg,0,13,13,0
3233,2017,2,grosjean,0,14,14,0
3234,2017,2,giovinazzi,0,15,15,0
3235,2017,2,vandoorne,0,16,16,0
3236,2017,2,jolyon_palmer,0,17,17,0
3237,2017,2,ericsson,0,18,18,0
3238,2017,2,alonso,0,19,19,0
3239,2017,2,stroll,0,20,20,0
3240,2017,3,vettel,68,1,1,2
3241,2017,3,hamilton,61,2,2,1
3242,2017,3,bottas,38,3,3,0
3243,2017,3,raikkonen,34,4,4,0
3244,2017,3,max_verstappen,25,5,5,0
3245,2017,3,ricciardo,22,6,6,0
3246,2017,3,massa,16,7,7,0
3247,2017,3,perez,14,8,8,0
3248,2017,3,sainz,10,9,9,0
3249,2017,3,grosjean,4,10,10,0
3250,2017,3,kevin_magnussen,4,11,11,0
3251,2017,3,ocon,3,12,12,0
3252,2017,3,hulkenberg,2,13,13,0
3253,2017,3,kvyat,2,14,14,0
3254,2017,3,wehrlein,0,15,15,0
3255,2017,3,giovinazzi,0,16,16,0
3256,2017,3,jolyon_palmer,0,17,17,0
3257,2017,3,vandoorne,0,18,18,0
3258,2017,3,alonso,0,19,19,0
3259,2017,3,ericsson,0,20,20,0
3260,2017,3,stroll,0,21,21,0
3261,2017,4,vettel,86,1,1,2
3262,2017,4,hamilton,73,2,2,1
3263,2017,4,bottas,63,3,3,1
3264,2017,4,raikkonen,49,4,4,0
3265,2017,4,max_verstappen,35,5,5,0
3266,2017,4,ricciardo,22,6,6,0
3267,2017,4,perez,22,7,7,0
3268,2017,4,massa,18,8,8,0
3269,2017,4,sainz,11,9,9,0
3270,2017,4,ocon,9,10,10,0
3271,2017,4,hulkenberg,6,11,11,0
3272,2017,4,grosjean,4,12,12,0
3273,2017,4,kevin_magnussen,4,13,13,0
3274,2017,4,kvyat,2,14,14,0
3275,2017,4,wehrlein,0,15,15,0
3276,2017,4,stroll,0,16,16,0
3277,2017,4,giovinazzi,0,17,17,0
3278,2017,4,jolyon_palmer,0,18,18,0
3279,2017,4,vandoorne,0,19,19,0
3280,2017,4,alonso,0,20,20,0
3281,2017,4,ericsson,0,21,21,0
3282,2017,5,vettel,104,1,1,2
3283,2017,5,hamilton,98,2,2,2
3284,2017,5,bottas,63,3,3,1
3285,2017,5,raikkonen,49,4,4,0
3286,2017,5,ricciardo,37,5,5,0
3287,2017,5,max_verstappen,35,6,6,0
3288,2017,5,perez,34,7,7,0
3289,2017,5,ocon,19,8,8,0
3290,2017,5,massa,18,9,9,0
3291,2017,5,sainz,17,10,10,0
3292,2017,5,hulkenberg,14,11,11,0
3293,2017,5,grosjean,5,12,12,0
3294,2017,5,wehrlein,4,13,13,0
3295,2017,5,kevin_magnussen,4,14,14,0
3296,2017,5,kvyat,4,15,15,0
3297,2017,5,ericsson,0,16,16,0
3298,2017,5,stroll,0,17,17,0
3299,2017,5,alonso,0,18,18,0
3300,2017,5,giovinazzi,0,19,19,0
3301,2017,5,jolyon_palmer,0,20,20,0
3302,2017,5,vandoorne,0,21,21,0
3303,2017,6,vettel,129,1,1,3
3304,2017,6,hamilton,104,2,2,2
3305,2017,6,bottas,75,3,3,1
3306,2017,6,raikkonen,67,4,4,0
3307,2017,6,ricciardo,52,5,5,0
3308,2017,6,max_verstappen,45,6,6,0
3309,2017,6,perez,34,7,7,0
3310,2017,6,sainz,25,8,8,0
3311,2017,6,massa,20,9,9,0
3312,2017,6,ocon,19,10,10,0
3313,2017,6,hulkenberg,14,11,11,0
3314,2017,6,grosjean,9,12,12,0
3315,2017,6,kevin_magnussen,5,13,13,0
3316,2017,6,wehrlein,4,14,14,0
3317,2017,6,kvyat,4,15,15,0
3318,2017,6,jolyon_palmer,0,16,16,0
3319,2017,6,ericsson,0,17,17,0
3320,2017,6,stroll,0,18,18,0
3321,2017,6,alonso,0,19,19,0
3322,2017,6,giovinazzi,0,20,20,0
3323,2017,6,vandoorne,0,21,21,0
3324,2017,6,button,0,22,22,0
3325,2017,7,vettel,141,1,1,3
3326,2017,7,hamilton,129,2,2,3
3327,2017,7,bottas,93,3,3,1
3328,2017,7,raikkonen,73,4,4,0
3329,2017,7,ricciardo,67,5,5,0
3330,2017,7,max_verstappen,45,6,6,0
3331,2017,7,perez,44,7,7,0
3332,2017,7,ocon,27,8,8,0
3333,2017,7,sainz,25,9,9,0
3334,2017,7,massa,20,10,10,0
3335,2017,7,hulkenberg,18,11,11,0
3336,2017,7,grosjean,10,12,12,0
3337,2017,7,kevin_magnussen,5,13,13,0
3338,2017,7,wehrlein,4,14,14,0
3339,2017,7,kvyat,4,15,15,0
3340,2017,7,stroll,2,16,16,0
3341,2017,7,jolyon_palmer,0,17,17,0
3342,2017,7,ericsson,0,18,18,0
3343,2017,7,alonso,0,19,19,0
3344,2017,7,giovinazzi,0,20,20,0
3345,2017,7,vandoorne,0,21,21,0
3346,2017,7,button,0,22,22,0
3347,2017,8,vettel,153,1,1,3
3348,2017,8,hamilton,139,2,2,3
3349,2017,8,bottas,111,3,3,1
3350,2017,8,ricciardo,92,4,4,1
3351,2017,8,raikkonen,73,5,5,0
3352,2017,8,max_verstappen,45,6,6,0
3353,2017,8,perez,44,7,7,0
3354,2017,8,ocon,35,8,8,0
3355,2017,8,sainz,29,9,9,0
3356,2017,8,massa,20,10,10,0
3357,2017,8,hulkenberg,18,11,11,0
3358,2017,8,stroll,17,12,12,0
3359,2017,8,kevin_magnussen,11,13,13,0
3360,2017,8,grosjean,10,14,14,0
3361,2017,8,wehrlein,5,15,15,0
3362,2017,8,kvyat,4,16,16,0
3363,2017,8,alonso,2,17,17,0
3364,2017,8,jolyon_palmer,0,18,18,0
3365,2017,8,ericsson,0,19,19,0
3366,2017,8,vandoorne,0,20,20,0
3367,2017,8,giovinazzi,0,21,21,0
3368,2017,8,button,0,22,22,0
3369,2017,9,vettel,171,1,1,3
3370,2017,9,hamilton,151,2,2,3
3371,2017,9,bottas,136,3,3,2
3372,2017,9,ricciardo,107,4,4,1
3373,2017,9,raikkonen,83,5,5,0
3374,2017,9,perez,50,6,6,0
3375,2017,9,max_verstappen,45,7,7,0
3376,2017,9,ocon,39,8,8,0
3377,2017,9,sainz,29,9,9,0
3378,2017,9,massa,22,10,10,0
3379,2017,9,stroll,18,11,11,0
3380,2017,9,hulkenberg,18,12,12,0
3381,2017,9,grosjean,18,13,13,0
3382,2017,9,kevin_magnussen,11,14,14,0
3383,2017,9,wehrlein,5,15,15,0
3384,2017,9,kvyat,4,16,16,0
3385,2017,9,alonso,2,17,17,0
3386,2017,9,jolyon_palmer,0,18,18,0
3387,2017,9,ericsson,0,19,19,0
3388,2017,9,vandoorne,0,20,20,0
3389,2017,9,giovinazzi,0,21,21,0
3390,2017,9,button,0,22,22,0
3391,2017,10,vettel,177,1,1,3
3392,2017,10,hamilton,176,2,2,4
3393,2017,10,bottas,154,3,3,2
3394,2017,10,ricciardo,117,4,4,1
3395,2017,10,raikkonen,98,5,5,0
3396,2017,10,max_verstappen,57,6,6,0
3397,2017,10,perez,52,7,7,0
3398,2017,10,ocon,43,8,8,0
3399,2017,10,sainz,29,9,9,0
3400,2017,10,hulkenberg,26,10,10,0
3401,2017,10,massa,23,11,11,0
3402,2017,10,stroll,18,12,12,0
3403,2017,10,grosjean,18,13,13,0
3404,2017,10,kevin_magnussen,11,14,14,0
3405,2017,10,wehrlein,5,15,15,0
3406,2017,10,kvyat,4,16,16,0
3407,2017,10,alonso,2,17,17,0
3408,2017,10,jolyon_palmer,0,18,18,0
3409,2017,10,ericsson,0,19,19,0
3410,2017,10,vandoorne,0,20,20,0
3411,2017,10,giovinazzi,0,21,21,0
3412,2017,10,button,0,22,22,0
3413,2017,11,vettel,202,1,1,4
3414,2017,11,hamilton,188,2,2,4
3415,2017,11,bottas,169,3,3,2
3416,2017,11,ricciardo,117,4,4,1
3417,2017,11,raikkonen,116,5,5,0
3418,2017,11,max_verstappen,67,6,6,0
3419,2017,11,perez,56,7,7,0
3420,2017,11,ocon,45,8,8,0
3421,2017,11,sainz,35,9,9,0
3422,2017,11,hulkenberg,26,10,10,0
3423,2017,11,massa,23,11,11,0
3424,2017,11,stroll,18,12,12,0
3425,2017,11,grosjean,18,13,13,0
3426,2017,11,kevin_magnussen,11,14,14,0
3427,2017,11,alonso,10,15,15,0
3428,2017,11,wehrlein,5,16,16,0
3429,2017,11,kvyat,4,17,17,0
3430,2017,11,vandoorne,1,18,18,0
3431,2017,11,jolyon_palmer,0,19,19,0
3432,2017,11,ericsson,0,20,20,0
3433,2017,11,giovinazzi,0,21,21,0
3434,2017,11,button,0,22,22,0
3435,2017,11,resta,0,23,23,0
3436,2017,12,vettel,220,1,1,4
3437,2017,12,hamilton,213,2,2,5
3438,2017,12,bottas,179,3,3,2
3439,2017,12,ricciardo,132,4,4,1
3440,2017,12,raikkonen,128,5,5,0
3441,2017,12,max_verstappen,67,6,6,0
3442,2017,12,perez,56,7,7,0
3443,2017,12,ocon,47,8,8,0
3444,2017,12,sainz,36,9,9,0
3445,2017,12,hulkenberg,34,10,10,0
3446,2017,12,massa,27,11,11,0
3447,2017,12,grosjean,24,12,12,0
3448,2017,12,stroll,18,13,13,0
3449,2017,12,kevin_magnussen,11,14,14,0
3450,2017,12,alonso,10,15,15,0
3451,2017,12,wehrlein,5,16,16,0
3452,2017,12,kvyat,4,17,17,0
3453,2017,12,vandoorne,1,18,18,0
3454,2017,12,jolyon_palmer,0,19,19,0
3455,2017,12,ericsson,0,20,20,0
3456,2017,12,giovinazzi,0,21,21,0
3457,2017,12,button,0,22,22,0
3458,2017,12,resta,0,23,23,0
3459,2017,13,hamilton,238,1,1,6
3460,2017,13,vettel,235,2,2,4
3461,2017,13,bottas,197,3,3,2
3462,2017,13,ricciardo,144,4,4,1
3463,2017,13,raikkonen,138,5,5,0
3464,2017,13,max_verstappen,68,6,6,0
3465,2017,13,perez,58,7,7,0
3466,2017,13,ocon,55,8,8,0
3467,2017,13,sainz,36,9,9,0
3468,2017,13,hulkenberg,34,10,10,0
3469,2017,13,massa,31,11,11,0
3470,2017,13,stroll,24,12,12,0
3471,2017,13,grosjean,24,13,13,0
3472,2017,13,kevin_magnussen,11,14,14,0
3473,2017,13,alonso,10,15,15,0
3474,2017,13,wehrlein,5,16,16,0
3475,2017,13,kvyat,4,17,17,0
3476,2017,13,vandoorne,1,18,18,0
3477,2017,13,jolyon_palmer,0,19,19,0
3478,2017,13,ericsson,0,20,20,0
3479,2017,13,giovinazzi,0,21,21,0
3480,2017,13,button,0,22,22,0
3481,2017,13,resta,0,23,23,0
3482,2017,14,hamilton,263,1,1,7
3483,2017,14,vettel,235,2,2,4
3484,2017,14,bottas,212,3,3,2
3485,2017,14,ricciardo,162,4,4,1
3486,2017,14,raikkonen,138,5,5,0
3487,2017,14,max_verstappen,68,6,6,0
3488,2017,14,perez,68,7,7,0
3489,2017,14,ocon,56,8,8,0
3490,2017,14,sainz,48,9,9,0
3491,2017,14,hulkenberg,34,10,10,0
3492,2017,14,massa,31,11,11,0
3493,2017,14,stroll,28,12,12,0
3494,2017,14,grosjean,26,13,13,0
3495,2017,14,kevin_magnussen,11,14,14,0
3496,2017,14,alonso,10,15,15,0
3497,2017,14,jolyon_palmer,8,16,16,0
3498,2017,14,vandoorne,7,17,17,0
3499,2017,14,wehrlein,5,18,18,0
3500,2017,14,kvyat,4,19,19,0
3501,2017,14,ericsson,0,20,20,0
3502,2017,14,giovinazzi,0,21,21,0
3503,2017,14,button,0,22,22,0
3504,2017,14,resta,0,23,23,0
3505,2017,15,hamilton,281,1,1,7
3506,2017,15,vettel,247,2,2,4
3507,2017,15,bottas,222,3,3,2
3508,2017,15,ricciardo,177,4,4,1
3509,2017,15,raikkonen,138,5,5,0
3510,2017,15,max_verstappen,93,6,6,1
3511,2017,15,perez,76,7,7,0
3512,2017,15,ocon,57,8,8,0
3513,2017,15,sainz,48,9,9,0
3514,2017,15,hulkenberg,34,10,10,0
3515,2017,15,massa,33,11,11,0
3516,2017,15,stroll,32,12,12,0
3517,2017,15,grosjean,26,13,13,0
3518,2017,15,vandoorne,13,14,14,0
3519,2017,15,kevin_magnussen,11,15,15,0
3520,2017,15,alonso,10,16,16,0
3521,2017,15,jolyon_palmer,8,17,17,0
3522,2017,15,wehrlein,5,18,18,0
3523,2017,15,kvyat,4,19,19,0
3524,2017,15,ericsson,0,20,20,0
3525,2017,15,giovinazzi,0,21,21,0
3526,2017,15,gasly,0,22,22,0
3527,2017,15,button,0,23,23,0
3528,2017,15,resta,0,24,24,0
3529,2017,16,hamilton,306,1,1,8
3530,2017,16,vettel,247,2,2,4
3531,2017,16,bottas,234,3,3,2
3532,2017,16,ricciardo,192,4,4,1
3533,2017,16,raikkonen,148,5,5,0
3534,2017,16,max_verstappen,111,6,6,1
3535,2017,16,perez,82,7,7,0
3536,2017,16,ocon,65,8,8,0
3537,2017,16,sainz,48,9,9,0
3538,2017,16,hulkenberg,34,10,10,0
3539,2017,16,massa,34,11,11,0
3540,2017,16,stroll,32,12,12,0
3541,2017,16,grosjean,28,13,13,0
3542,2017,16,kevin_magnussen,15,14,14,0
3543,2017,16,vandoorne,13,15,15,0
3544,2017,16,alonso,10,16,16,0
3545,2017,16,jolyon_palmer,8,17,17,0
3546,2017,16,wehrlein,5,18,18,0
3547,2017,16,kvyat,4,19,19,0
3548,2017,16,ericsson,0,20,20,0
3549,2017,16,giovinazzi,0,21,21,0
3550,2017,16,gasly,0,22,22,0
3551,2017,16,button,0,23,23,0
3552,2017,16,resta,0,24,24,0
3553,2017,17,hamilton,331,1,1,9
3554,2017,17,vettel,265,2,2,4
3555,2017,17,bottas,244,3,3,2
3556,2017,17,ricciardo,192,4,4,1
3557,2017,17,raikkonen,163,5,5,0
3558,2017,17,max_verstappen,123,6,6,1
3559,2017,17,perez,86,7,7,0
3560,2017,17,ocon,73,8,8,0
3561,2017,17,sainz,54,9,9,0
3562,2017,17,massa,36,10,10,0
3563,2017,17,hulkenberg,34,11,11,0
3564,2017,17,stroll,32,12,12,0
3565,2017,17,grosjean,28,13,13,0
3566,2017,17,kevin_magnussen,15,14,14,0
3567,2017,17,vandoorne,13,15,15,0
3568,2017,17,alonso,10,16,16,0
3569,2017,17,jolyon_palmer,8,17,17,0
3570,2017,17,wehrlein,5,18,18,0
3571,2017,17,kvyat,5,19,19,0
3572,2017,17,ericsson,0,20,20,0
3573,2017,17,giovinazzi,0,21,21,0
3574,2017,17,gasly,0,22,22,0
3575,2017,17,brendon_hartley,0,23,23,0
3576,2017,17,button,0,24,24,0
3577,2017,17,resta,0,25,25,0
3578,2017,18,hamilton,333,1,1,9
3579,2017,18,vettel,277,2,2,4
3580,2017,18,bottas,262,3,3,2
3581,2017,18,ricciardo,192,4,4,1
3582,2017,18,raikkonen,178,5,5,0
3583,2017,18,max_verstappen,148,6,6,2
3584,2017,18,perez,92,7,7,0
3585,2017,18,ocon,83,8,8,0
3586,2017,18,sainz,54,9,9,0
3587,2017,18,stroll,40,10,10,0
3588,2017,18,massa,36,11,11,0
3589,2017,18,hulkenberg,34,12,12,0
3590,2017,18,grosjean,28,13,13,0
3591,2017,18,kevin_magnussen,19,14,14,0
3592,2017,18,vandoorne,13,15,15,0
3593,2017,18,alonso,11,16,16,0
3594,2017,18,jolyon_palmer,8,17,17,0
3595,2017,18,wehrlein,5,18,18,0
3596,2017,18,kvyat,5,19,19,0
3597,2017,18,ericsson,0,20,20,0
3598,2017,18,giovinazzi,0,21,21,0
3599,2017,18,gasly,0,22,22,0
3600,2017,18,brendon_hartley,0,23,23,0
3601,2017,18,button,0,24,24,0
3602,2017,18,resta,0,25,25,0
3603,2017,19,hamilton,345,1,1,9
3604,2017,19,vettel,302,2,2,5
3605,2017,19,bottas,280,3,3,2
3606,2017,19,ricciardo,200,4,4,1
3607,2017,19,raikkonen,193,5,5,0
3608,2017,19,max_verstappen,158,6,6,2
3609,2017,19,perez,94,7,7,0
3610,2017,19,ocon,83,8,8,0
3611,2017,19,sainz,54,9,9,0
3612,2017,19,massa,42,10,10,0
3613,2017,19,stroll,40,11,11,0
3614,2017,19,hulkenberg,35,12,12,0
3615,2017,19,grosjean,28,13,13,0
3616,2017,19,kevin_magnussen,19,14,14,0
3617,2017,19,alonso,15,15,15,0
3618,2017,19,vandoorne,13,16,16,0
3619,2017,19,jolyon_palmer,8,17,17,0
3620,2017,19,wehrlein,5,18,18,0
3621,2017,19,kvyat,5,19,19,0
3622,2017,19,ericsson,0,20,20,0
3623,2017,19,gasly,0,21,21,0
3624,2017,19,giovinazzi,0,22,22,0
3625,2017,19,brendon_hartley,0,23,23,0
3626,2017,19,button,0,24,24,0
3627,2017,19,resta,0,25,25,0
3628,2017,20,hamilton,363,1,1,9
3629,2017,20,vettel,317,2,2,5
3630,2017,20,bottas,305,3,3,3
3631,2017,20,raikkonen,205,4,4,0
3632,2017,20,ricciardo,200,5,5,1
3633,2017,20,max_verstappen,168,6,6,2
3634,2017,20,perez,100,7,7,0
3635,2017,20,ocon,87,8,8,0
3636,2017,20,sainz,54,9,9,0
3637,2017,20,hulkenberg,43,10,10,0
3638,2017,20,massa,43,11,11,0
3639,2017,20,stroll,40,12,12,0
3640,2017,20,grosjean,28,13,13,0
3641,2017,20,kevin_magnussen,19,14,14,0
3642,2017,20,alonso,17,15,15,0
3643,2017,20,vandoorne,13,16,16,0
3644,2017,20,jolyon_palmer,8,17,17,0
3645,2017,20,wehrlein,5,18,18,0
3646,2017,20,kvyat,5,19,19,0
3647,2017,20,ericsson,0,20,20,0
3648,2017,20,gasly,0,21,21,0
3649,2017,20,giovinazzi,0,22,22,0
3650,2017,20,brendon_hartley,0,23,23,0
3651,2017,20,button,0,24,24,0
3652,2017,20,resta,0,25,25,0
3653,2018,1,vettel,25,1,1,1
3654,2018,1,hamilton,18,2,2,0
3655,2018,1,raikkonen,15,3,3,0
3656,2018,1,ricciardo,12,4,4,0
3657,2018,1,alonso,10,5,5,0
3658,2018,1,max_verstappen,8,6,6,0
3659,2018,1,hulkenberg,6,7,7,0
3660,2018,1,bottas,4,8,8,0
3661,2018,1,vandoorne,2,9,9,0
3662,2018,1,sainz,1,10,10,0
3663,2018,1,perez,0,11,11,0
3664,2018,1,ocon,0,12,12,0
3665,2018,1,leclerc,0,13,13,0
3666,2018,1,stroll,0,14,14,0
3667,2018,1,brendon_hartley,0,15,15,0
3668,2018,1,grosjean,0,16,16,0
3669,2018,1,kevin_magnussen,0,17,17,0
3670,2018,1,gasly,0,18,18,0
3671,2018,1,ericsson,0,19,19,0
3672,2018,1,sirotkin,0,20,20,0
3673,2018,2,vettel,50,1,1,2
3674,2018,2,hamilton,33,2,2,0
3675,2018,2,bottas,22,3,3,0
3676,2018,2,alonso,16,4,4,0
3677,2018,2,raikkonen,15,5,5,0
3678,2018,2,hulkenberg,14,6,6,0
3679,2018,2,gasly,12,7,7,0
3680,2018,2,ricciardo,12,8,8,0
3681,2018,2,kevin_magnussen,10,9,9,0
3682,2018,2,max_verstappen,8,10,10,0
3683,2018,2,vandoorne,6,11,11,0
3684,2018,2,ericsson,2,12,12,0
3685,2018,2,sainz,1,13,13,0
3686,2018,2,ocon,1,14,14,0
3687,2018,2,perez,0,15,15,0
3688,2018,2,leclerc,0,16,16,0
3689,2018,2,grosjean,0,17,17,0
3690,2018,2,stroll,0,18,18,0
3691,2018,2,brendon_hartley,0,19,19,0
3692,2018,2,sirotkin,0,20,20,0
3693,2018,3,vettel,54,1,1,2
3694,2018,3,hamilton,45,2,2,0
3695,2018,3,bottas,40,3,3,0
3696,2018,3,ricciardo,37,4,4,1
3697,2018,3,raikkonen,30,5,5,0
3698,2018,3,alonso,22,6,6,0
3699,2018,3,hulkenberg,22,7,7,0
3700,2018,3,max_verstappen,18,8,8,0
3701,2018,3,gasly,12,9,9,0
3702,2018,3,kevin_magnussen,11,10,10,0
3703,2018,3,vandoorne,6,11,11,0
3704,2018,3,sainz,3,12,12,0
3705,2018,3,ericsson,2,13,13,0
3706,2018,3,ocon,1,14,14,0
3707,2018,3,perez,0,15,15,0
3708,2018,3,leclerc,0,16,16,0
3709,2018,3,grosjean,0,17,17,0
3710,2018,3,stroll,0,18,18,0
3711,2018,3,sirotkin,0,19,19,0
3712,2018,3,brendon_hartley,0,20,20,0
3713,2018,4,hamilton,70,1,1,1
3714,2018,4,vettel,66,2,2,2
3715,2018,4,raikkonen,48,3,3,0
3716,2018,4,bottas,40,4,4,0
3717,2018,4,ricciardo,37,5,5,1
3718,2018,4,alonso,28,6,6,0
3719,2018,4,hulkenberg,22,7,7,0
3720,2018,4,max_verstappen,18,8,8,0
3721,2018,4,perez,15,9,9,0
3722,2018,4,sainz,13,10,10,0
3723,2018,4,gasly,12,11,11,0
3724,2018,4,kevin_magnussen,11,12,12,0
3725,2018,4,leclerc,8,13,13,0
3726,2018,4,vandoorne,8,14,14,0
3727,2018,4,stroll,4,15,15,0
3728,2018,4,ericsson,2,16,16,0
3729,2018,4,ocon,1,17,17,0
3730,2018,4,brendon_hartley,1,18,18,0
3731,2018,4,grosjean,0,19,19,0
3732,2018,4,sirotkin,0,20,20,0
3733,2018,5,hamilton,95,1,1,2
3734,2018,5,vettel,78,2,2,2
3735,2018,5,bottas,58,3,3,0
3736,2018,5,raikkonen,48,4,4,0
3737,2018,5,ricciardo,47,5,5,1
3738,2018,5,max_verstappen,33,6,6,0
3739,2018,5,alonso,32,7,7,0
3740,2018,5,hulkenberg,22,8,8,0
3741,2018,5,kevin_magnussen,19,9,9,0
3742,2018,5,sainz,19,10,10,0
3743,2018,5,perez,17,11,11,0
3744,2018,5,gasly,12,12,12,0
3745,2018,5,leclerc,9,13,13,0
3746,2018,5,vandoorne,8,14,14,0
3747,2018,5,stroll,4,15,15,0
3748,2018,5,ericsson,2,16,16,0
3749,2018,5,ocon,1,17,17,0
3750,2018,5,brendon_hartley,1,18,18,0
3751,2018,5,grosjean,0,19,19,0
3752,2018,5,sirotkin,0,20,20,0
3753,2018,6,hamilton,110,1,1,2
3754,2018,6,vettel,96,2,2,2
3755,2018,6,ricciardo,72,3,3,2
3756,2018,6,bottas,68,4,4,0
3757,2018,6,raikkonen,60,5,5,0
3758,2018,6,max_verstappen,35,6,6,0
3759,2018,6,alonso,32,7,7,0
3760,2018,6,hulkenberg,26,8,8,0
3761,2018,6,sainz,20,9,9,0
3762,2018,6,kevin_magnussen,19,10,10,0
3763,2018,6,gasly,18,11,11,0
3764,2018,6,perez,17,12,12,0
3765,2018,6,ocon,9,13,13,0
3766,2018,6,leclerc,9,14,14,0
3767,2018,6,vandoorne,8,15,15,0
3768,2018,6,stroll,4,16,16,0
3769,2018,6,ericsson,2,17,17,0
3770,2018,6,brendon_hartley,1,18,18,0
3771,2018,6,grosjean,0,19,19,0
3772,2018,6,sirotkin,0,20,20,0
3773,2018,7,vettel,121,1,1,3
3774,2018,7,hamilton,120,2,2,2
3775,2018,7,bottas,86,3,3,0
3776,2018,7,ricciardo,84,4,4,2
3777,2018,7,raikkonen,68,5,5,0
3778,2018,7,max_verstappen,50,6,6,0
3779,2018,7,alonso,32,7,7,0
3780,2018,7,hulkenberg,32,8,8,0
3781,2018,7,sainz,24,9,9,0
3782,2018,7,kevin_magnussen,19,10,10,0
3783,2018,7,gasly,18,11,11,0
3784,2018,7,perez,17,12,12,0
3785,2018,7,ocon,11,13,13,0
3786,2018,7,leclerc,10,14,14,0
3787,2018,7,vandoorne,8,15,15,0
3788,2018,7,stroll,4,16,16,0
3789,2018,7,ericsson,2,17,17,0
3790,2018,7,brendon_hartley,1,18,18,0
3791,2018,7,grosjean,0,19,19,0
3792,2018,7,sirotkin,0,20,20,0
3793,2018,8,hamilton,145,1,1,3
3794,2018,8,vettel,131,2,2,3
3795,2018,8,ricciardo,96,3,3,2
3796,2018,8,bottas,92,4,4,0
3797,2018,8,raikkonen,83,5,5,0
3798,2018,8,max_verstappen,68,6,6,0
3799,2018,8,hulkenberg,34,7,7,0
3800,2018,8,alonso,32,8,8,0
3801,2018,8,sainz,28,9,9,0
3802,2018,8,kevin_magnussen,27,10,10,0
3803,2018,8,gasly,18,11,11,0
3804,2018,8,perez,17,12,12,0
3805,2018,8,ocon,11,13,13,0
3806,2018,8,leclerc,11,14,14,0
3807,2018,8,vandoorne,8,15,15,0
3808,2018,8,stroll,4,16,16,0
3809,2018,8,ericsson,2,17,17,0
3810,2018,8,brendon_hartley,1,18,18,0
3811,2018,8,grosjean,0,19,19,0
3812,2018,8,sirotkin,0,20,20,0
3813,2018,9,vettel,146,1,1,3
3814,2018,9,hamilton,145,2,2,3
3815,2018,9,raikkonen,101,3,3,0
3816,2018,9,ricciardo,96,4,4,2
3817,2018,9,max_verstappen,93,5,5,1
3818,2018,9,bottas,92,6,6,0
3819,2018,9,kevin_magnussen,37,7,7,0
3820,2018,9,alonso,36,8,8,0
3821,2018,9,hulkenberg,34,9,9,0
3822,2018,9,sainz,28,10,10,0
3823,2018,9,perez,23,11,11,0
3824,2018,9,ocon,19,12,12,0
3825,2018,9,gasly,18,13,13,0
3826,2018,9,leclerc,13,14,14,0
3827,2018,9,grosjean,12,15,15,0
3828,2018,9,vandoorne,8,16,16,0
3829,2018,9,stroll,4,17,17,0
3830,2018,9,ericsson,3,18,18,0
3831,2018,9,brendon_hartley,1,19,19,0
3832,2018,9,sirotkin,0,20,20,0
3833,2018,10,vettel,171,1,1,4
3834,2018,10,hamilton,163,2,2,3
3835,2018,10,raikkonen,116,3,3,0
3836,2018,10,ricciardo,106,4,4,2
3837,2018,10,bottas,104,5,5,0
3838,2018,10,max_verstappen,93,6,6,1
3839,2018,10,hulkenberg,42,7,7,0
3840,2018,10,alonso,40,8,8,0
3841,2018,10,kevin_magnussen,39,9,9,0
3842,2018,10,sainz,28,10,10,0
3843,2018,10,ocon,25,11,11,0
3844,2018,10,perez,24,12,12,0
3845,2018,10,gasly,18,13,13,0
3846,2018,10,leclerc,13,14,14,0
3847,2018,10,grosjean,12,15,15,0
3848,2018,10,vandoorne,8,16,16,0
3849,2018,10,stroll,4,17,17,0
3850,2018,10,ericsson,3,18,18,0
3851,2018,10,brendon_hartley,1,19,19,0
3852,2018,10,sirotkin,0,20,20,0
3853,2018,11,hamilton,188,1,1,4
3854,2018,11,vettel,171,2,2,4
3855,2018,11,raikkonen,131,3,3,0
3856,2018,11,bottas,122,4,4,0
3857,2018,11,ricciardo,106,5,5,2
3858,2018,11,max_verstappen,105,6,6,1
3859,2018,11,hulkenberg,52,7,7,0
3860,2018,11,alonso,40,8,8,0
3861,2018,11,kevin_magnussen,39,9,9,0
3862,2018,11,perez,30,10,10,0
3863,2018,11,ocon,29,11,11,0
3864,2018,11,sainz,28,12,12,0
3865,2018,11,grosjean,20,13,13,0
3866,2018,11,gasly,18,14,14,0
3867,2018,11,leclerc,13,15,15,0
